Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics [gfp-reporter]	Characteristics [growth media]	Characteristics [organism]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [CELL TYPE]	Term Source REF	Term Accession Number	FactorValue [GFP-REPORTER]	FactorValue [GROWTH MEDIA]
GSM1126252 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126252 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126252 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126252	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126252_EPI-NaCl_48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126252_sample_table.txt norm	GSM1126252_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126251 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126251 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126251 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126251	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126251_EPI-NaCl_48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126251_sample_table.txt norm	GSM1126251_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
GSM1126250 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 32 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126250 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126250 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126250	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126250_EPI-NaCl_32hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126250_sample_table.txt norm	GSM1126250_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126249 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 32 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126249 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126249 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126249	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126249_EPI-NaCl_32hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126249_sample_table.txt norm	GSM1126249_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126248 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 32 hours, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126248 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126248 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126248	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126248_EPI-NaCl_32hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126248_sample_table.txt norm	GSM1126248_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126247 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 20 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126247 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126247 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126247	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126247_EPI-NaCl_20hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126247_sample_table.txt norm	GSM1126247_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126246 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 20 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126246 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126246 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126246	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126246_EPI-NaCl_20hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126246_sample_table.txt norm	GSM1126246_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126245 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 20 hours, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126245 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126245 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126245	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126245_EPI-NaCl_20hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126245_sample_table.txt norm	GSM1126245_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126244 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 8 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126244 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126244 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126244	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126244_EPI-NaCl_8hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126244_sample_table.txt norm	GSM1126244_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126243 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 8 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126243 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126243 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126243	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126243_EPI-NaCl_8hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126243_sample_table.txt norm	GSM1126243_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126242 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 8 hours, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126242 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126242 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126242	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126242_EPI-NaCl_8hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126242_sample_table.txt norm	GSM1126242_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126241 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 3 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126241 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126241 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126241	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126241_EPI-NaCl_3hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126241_sample_table.txt norm	GSM1126241_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126240 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 3 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126240 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126240 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126240	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126240_EPI-NaCl_3hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126240_sample_table.txt norm	GSM1126240_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126239 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 3 hours, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126239 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126239 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126239	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126239_EPI-NaCl_3hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126239_sample_table.txt norm	GSM1126239_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126238 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126238 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126238 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126238	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126238_EPI-NaCl_1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126238_sample_table.txt norm	GSM1126238_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126237 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126237 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126237 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126237	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126237_EPI-NaCl_1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126237_sample_table.txt norm	GSM1126237_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126236 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126236 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126236 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126236	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126236_EPI-NaCl_1hr-quick.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126236_sample_table.txt norm	GSM1126236_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126235 1	Gene expression data from isolated epidermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, standard conditions for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126235 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126235 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126235	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126235_EPI-MS_48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126235_sample_table.txt norm	GSM1126235_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media
GSM1126234 1	Gene expression data from isolated epidermal cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, standard conditions for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126234 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126234 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126234	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126234_EPI-MS_48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126234_sample_table.txt norm	GSM1126234_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media
