Source Name	Characteristics [age]	Unit[time unit]	Characteristics [ecotype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [developmental stage]	Term Source REF	Term Accession Number	Characteristics [organism part]	Protocol REF	Parameter Value [growth humidity]	Parameter Value [growth temperature]	Unit [temperature unit]	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Parameter Value [Percentile]	Parameter Value [Outlier low]	Parameter Value [Outlier high]	Parameter Value [Cell margin]	Protocol REF	Parameter Value [scanner]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	Comment [Derived ArrayExpress FTP file]	Factor Value [time]	Unit[time unit]	Factor Value [organism part]	Term Source REF	Term Accession Number	Factor Value [ecotype]
CS1092_26	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	root	P-TABM-42	65%	23	degree celsius	Col-0_root172	P-TABM-51	Col-0_root172	total_RNA	P-TABM-52	Col-0_root172 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_9_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_9_B	ATGE_9_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	root	EFO	EFO_0000989	Columbia-0
CS1092_89	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 12 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow122	P-TABM-51	Col-0_flow122	total_RNA	P-TABM-52	Col-0_flow122 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_33_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_33_B	ATGE_33_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
CS1092_165	15	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	mid rosette growth	  	  	root	P-TABM-42	none	22	degree celsius	Col-0_root_MS13	P-TABM-51	Col-0_root_MS13	total_RNA	P-TABM-52	Col-0_root_MS13 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_93_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_93_C	ATGE_93_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	15	day	root	EFO	EFO_0000989	Columbia-0
CS1092_33	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	rosette leaf	P-TABM-42	65%	23	degree celsius	Col-0_roset23	P-TABM-51	Col-0_roset23	total_RNA	P-TABM-52	Col-0_roset23 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_12_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_12_C	ATGE_12_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	rosette leaf	EFO	EFO_0001984	Columbia-0
CS1092_122	6	week	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	pollen stage 10	  	  	pollen sac	P-TABM-42	none	23	degree celsius	Col-0_pollen2	P-TABM-51	Col-0_pollen2	total_RNA	P-TABM-52	Col-0_pollen2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_73_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_73_B	ATGE_73_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	42	day	pollen sac	  	  	Columbia-0
SALK_039478_3	10	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	early rosette growth	  	  	rosette leaf	P-TABM-42	65%	23	degree celsius	gl1T_roset4_1l3	P-TABM-51	gl1T_roset4_1l3	total_RNA	P-TABM-52	gl1T_roset4_1l3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_11_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_11_C	ATGE_11_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	10	day	rosette leaf	EFO	EFO_0001984	SALK_039478
CS1092_51	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	petiole	P-TABM-42	65%	23	degree celsius	Col-0_lf7_petio3	P-TABM-51	Col-0_lf7_petio3	total_RNA	P-TABM-52	Col-0_lf7_petio3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_19_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_19_C	ATGE_19_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	petiole	  	  	Columbia-0
CS1092_41	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	rosette leaf	P-TABM-42	65%	23	degree celsius	Col-0_roset82	P-TABM-51	Col-0_roset82	total_RNA	P-TABM-52	Col-0_roset82 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_15_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_15_B	ATGE_15_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	rosette leaf	EFO	EFO_0001984	Columbia-0
CS1092_169	8	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	seedling	EFO	EFO_0001992	root	P-TABM-42	40%	20	degree celsius	Col-0_root_GM5-81	P-TABM-51	Col-0_root_GM5-81	total_RNA	P-TABM-52	Col-0_root_GM5-81 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_95_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_95_A	ATGE_95_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	8	day	root	EFO	EFO_0000989	Columbia-0
CS1092_183	21	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	root	P-TABM-42	40%	20	degree celsius	Col-0_root_GM5-213	P-TABM-51	Col-0_root_GM5-213	total_RNA	P-TABM-52	Col-0_root_GM5-213 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_99_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_99_C	ATGE_99_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21	day	root	EFO	EFO_0000989	Columbia-0
CS6240_6	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 12 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	ap2-6_flow123	P-TABM-51	ap2-6_flow123	total_RNA	P-TABM-52	ap2-6_flow123 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_56_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_56_C	ATGE_56_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	CS6240
CS1092_152	14	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	mid rosette growth	  	  	rosette leaf	P-TABM-42	none	22	degree celsius	Col-0_roset142	P-TABM-51	Col-0_roset142	total_RNA	P-TABM-52	Col-0_roset142 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_89_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_89_B	ATGE_89_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	14	day	rosette leaf	EFO	EFO_0001984	Columbia-0
CS1092_164	15	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	mid rosette growth	  	  	root	P-TABM-42	none	22	degree celsius	Col-0_root_MS12	P-TABM-51	Col-0_root_MS12	total_RNA	P-TABM-52	Col-0_root_MS12 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_93_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_93_B	ATGE_93_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	15	day	root	EFO	EFO_0000989	Columbia-0
CS1092_189	21	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	shoot	P-TABM-42	40%	20	degree celsius	Col-0_sedlGM5-213	P-TABM-51	Col-0_sedlGM5-213	total_RNA	P-TABM-52	Col-0_sedlGM5-213 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_101_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_101_C	ATGE_101_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21	day	shoot	EFO	EFO_0000992	Columbia-0
CS1092_63	22	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	complete rosette	  	  	whole_organism	P-TABM-42	65%	23	degree celsius	Col-0_whole22d3	P-TABM-51	Col-0_whole22d3	total_RNA	P-TABM-52	Col-0_whole22d3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_23_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_23_C	ATGE_23_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	22	day	whole_organism	EFO	EFO_0002906	Columbia-0
SALK_039478_5	17	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	rosette leaf	P-TABM-42	65%	23	degree celsius	gl1T_rosett122	P-TABM-51	gl1T_rosett122	total_RNA	P-TABM-52	gl1T_rosett122 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_18_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_18_B	ATGE_18_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	rosette leaf	EFO	EFO_0001984	SALK_039478
CS1092_50	17	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	1.12 Boyes key	  	  	petiole	P-TABM-42	65%	23	degree celsius	Col-0_lf7_petio2	P-TABM-51	Col-0_lf7_petio2	total_RNA	P-TABM-52	Col-0_lf7_petio2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_19_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_19_B	ATGE_19_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	17	day	petiole	  	  	Columbia-0
CS1092_84	21+	day	Columbia-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 9 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	Col-0_flow93	P-TABM-51	Col-0_flow93	total_RNA	P-TABM-52	Col-0_flow93 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_31_C2	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_31_C2	ATGE_31_C2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	Columbia-0
LFY-12_4	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 12 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	lfy-12_flow121	P-TABM-51	lfy-12_flow121	total_RNA	P-TABM-52	lfy-12_flow121 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_54_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_54_A	ATGE_54_A.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	LFY-12
UFO-1_2	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 1 flower	  	  	flower + shoot apex	P-TABM-42	65%	23	degree celsius	ufo-1_inflor2	P-TABM-51	ufo-1_inflor2	total_RNA	P-TABM-52	ufo-1_inflor2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_52_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_52_B	ATGE_52_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower + shoot apex	  	  	UFO-1
UFO-1_3	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 1 flower	  	  	flower + shoot apex	P-TABM-42	65%	23	degree celsius	ufo-1_inflor3	P-TABM-51	ufo-1_inflor3	total_RNA	P-TABM-52	ufo-1_inflor3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_52_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_52_C	ATGE_52_C.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower + shoot apex	  	  	UFO-1
LFY-12_5	21+	day	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	stage 12 flower	  	  	flower	P-TABM-42	65%	23	degree celsius	lfy-12_flow122	P-TABM-51	lfy-12_flow122	total_RNA	P-TABM-52	lfy-12_flow122 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	PBA: ATGE_54_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-TABM-54	75	1.004	1.5	2	P-TABM-53	Affymetrix GeneChip Scanner 3000	MBA: ATGE_54_B	ATGE_54_B.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.raw.2.zip	P-TABM-50	E-TABM-17-processed-data-1343490029.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-17/E-TABM-17.processed.1.zip	21+	day	flower	  	  	LFY-12
