Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[organism part]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[treatment]	FactorValue[genotype]	FactorValue[time]	Unit[time unit]
GSE17464GSM435719	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435719 sample	P-G17464-5	GSE17464GSM435719 extract	total_RNA	P-G17464-3	GSE17464GSM435719 LE biotin	biotin	synthetic_RNA	"Laer, Alternaria, 3dpi, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435719.CEL	GSM435719.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	wild type	72	hour
GSE17464GSM435720	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435720 sample	P-G17464-5	GSE17464GSM435720 extract	total_RNA	P-G17464-3	GSE17464GSM435720 LE biotin	biotin	synthetic_RNA	"Laer, Alternaria, 3dpi, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435720.CEL	GSM435720.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	wild type	72	hour
GSE17464GSM435700	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435700 sample	P-G17464-5	GSE17464GSM435700 extract	total_RNA	P-G17464-3	GSE17464GSM435700 LE biotin	biotin	synthetic_RNA	"penta, Control, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435700.CEL	GSM435700.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	  	        
GSE17464GSM435702	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435702 sample	P-G17464-5	GSE17464GSM435702 extract	total_RNA	P-G17464-3	GSE17464GSM435702 LE biotin	biotin	synthetic_RNA	"penta, Control, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435702.CEL	GSM435702.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	  	        
GSE17464GSM435701	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435701 sample	P-G17464-5	GSE17464GSM435701 extract	total_RNA	P-G17464-3	GSE17464GSM435701 LE biotin	biotin	synthetic_RNA	"penta, Control, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435701.CEL	GSM435701.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	  	        
GSE17464GSM435709	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435709 sample	P-G17464-5	GSE17464GSM435709 extract	total_RNA	P-G17464-3	GSE17464GSM435709 LE biotin	biotin	synthetic_RNA	"gai, Control, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435709.CEL	GSM435709.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	  	        
GSE17464GSM435710	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435710 sample	P-G17464-5	GSE17464GSM435710 extract	total_RNA	P-G17464-3	GSE17464GSM435710 LE biotin	biotin	synthetic_RNA	"gai, Control, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435710.CEL	GSM435710.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	  	        
GSE17464GSM435711	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	gai mutant	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435711 sample	P-G17464-5	GSE17464GSM435711 extract	total_RNA	P-G17464-3	GSE17464GSM435711 LE biotin	biotin	synthetic_RNA	"gai, Control, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435711.CEL	GSM435711.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	gai mutant	  	        
GSE17464GSM435673	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435673 sample	P-G17464-5	GSE17464GSM435673 extract	total_RNA	P-G17464-3	GSE17464GSM435673 LE biotin	biotin	synthetic_RNA	"Laer, Control, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435673.CEL	GSM435673.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	  	        
GSE17464GSM435675	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435675 sample	P-G17464-5	GSE17464GSM435675 extract	total_RNA	P-G17464-3	GSE17464GSM435675 LE biotin	biotin	synthetic_RNA	"Laer, Control, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435675.CEL	GSM435675.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	  	        
GSE17464GSM435674	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435674 sample	P-G17464-5	GSE17464GSM435674 extract	total_RNA	P-G17464-3	GSE17464GSM435674 LE biotin	biotin	synthetic_RNA	"Laer, Control, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435674.CEL	GSM435674.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	  	        
GSE17464GSM435771	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with paclobutrazol. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435771 sample	P-G17464-5	GSE17464GSM435771 extract	total_RNA	P-G17464-3	GSE17464GSM435771 LE biotin	biotin	synthetic_RNA	"Laer, treat with paclobutrazol (PAC), Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435771.CEL	GSM435771.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	paclobutrazol	wild type	  	        
GSE17464GSM435770	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with paclobutrazol. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435770 sample	P-G17464-5	GSE17464GSM435770 extract	total_RNA	P-G17464-3	GSE17464GSM435770 LE biotin	biotin	synthetic_RNA	"Laer, treat with paclobutrazol (PAC), Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435770.CEL	GSM435770.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	paclobutrazol	wild type	  	        
GSE17464GSM435769	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with paclobutrazol. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435769 sample	P-G17464-5	GSE17464GSM435769 extract	total_RNA	P-G17464-3	GSE17464GSM435769 LE biotin	biotin	synthetic_RNA	"Laer, treat with paclobutrazol (PAC), Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435769.CEL	GSM435769.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	paclobutrazol	wild type	  	        
GSE17464GSM435741	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with water. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435741 sample	P-G17464-5	GSE17464GSM435741 extract	total_RNA	P-G17464-3	GSE17464GSM435741 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with water, control, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435741.CEL	GSM435741.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	water	wild type	  	        
GSE17464GSM435739	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with water. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435739 sample	P-G17464-5	GSE17464GSM435739 extract	total_RNA	P-G17464-3	GSE17464GSM435739 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with water, control, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435739.CEL	GSM435739.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	water	wild type	  	        
GSE17464GSM435740	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with water. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435740 sample	P-G17464-5	GSE17464GSM435740 extract	total_RNA	P-G17464-3	GSE17464GSM435740 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with water, control, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435740.CEL	GSM435740.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.3.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	water	wild type	  	        
