Source Name	Characteristics [SampleType]	Characteristics [Ecotype]	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [BioSourceProvider]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [OrganismPart]	Term Source REF	Term Accession Number	Factor Value [Ecotype]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]
BioSource:ATGE_99_C	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_99_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_99_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_99_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_99_C	E-AFMX-9-raw-data-365457908.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.8.zip
BioSource:ATGE_24_B	fresh_sample	Columbia-0	developmental drift; whole plant after transition, but before bolting	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_24_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_24_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_24_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	developmental drift; whole plant after transition, but before bolting	  	  	Columbia-0	ATGE_24_B	E-AFMX-9-raw-data-365451573.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.8.zip
BioSource:ATGE_50_A	fresh_sample	ap3-6	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_50_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_50_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_50_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	leaves 1 + 2	  	  	Columbia-0	ATGE_50_A	E-AFMX-9-raw-data-365454268.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.8.zip
BioSource:ATGE_96_B	fresh_sample	Columbia-0	seedling - green parts	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_96_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_96_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_96_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_96_B	E-AFMX-9-raw-data-365457558.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_5_B	fresh_sample	Columbia-0	leaves 1 + 2	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_5_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_5_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_5_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; filamentous organs in whorls two and three	  	  	ufo-1	ATGE_5_B	E-AFMX-9-raw-data-365455353.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_34_C	fresh_sample	Columbia-0	flowers stage 12, sepals	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_34_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_34_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_34_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12	  	  	Columbia-0	ATGE_34_C	E-AFMX-9-raw-data-365452658.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_46_A	fresh_sample	clv3-7	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_46_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_46_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_46_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 15, carpels	  	  	Columbia-0	ATGE_46_A	E-AFMX-9-raw-data-365453743.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_50_B	fresh_sample	ap3-6	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_50_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_50_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_50_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	leaves 1 + 2	  	  	Columbia-0	ATGE_50_B	E-AFMX-9-raw-data-365454303.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_24_A	fresh_sample	Columbia-0	developmental drift; whole plant after transition, but before bolting	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_24_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_24_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_24_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	developmental drift; whole plant after transition, but before bolting	  	  	Columbia-0	ATGE_24_A	E-AFMX-9-raw-data-365451538.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_5_C	fresh_sample	Columbia-0	leaves 1 + 2	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_5_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_5_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_5_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; filamentous organs in whorls two and three	  	  	ufo-1	ATGE_5_C	E-AFMX-9-raw-data-365455388.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_13_C	fresh_sample	Columbia-0	rosette leaf # 4	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_13_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_13_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_13_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 4	  	  	Columbia-0	ATGE_13_C	E-AFMX-9-raw-data-365450453.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_45_C	fresh_sample	Columbia-0	flowers stage 15, carpels	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_45_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_45_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_45_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 15, stamen	  	  	Columbia-0	ATGE_45_C	E-AFMX-9-raw-data-365453708.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_84_A	fresh_sample	Columbia-0	seeds, stage 10, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_84_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_84_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_84_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seeds, stage 9, w/o siliques	  	  	Columbia-0	ATGE_84_A	E-AFMX-9-raw-data-365456473.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_34_B	fresh_sample	Columbia-0	flowers stage 12, sepals	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_34_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_34_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_34_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12	  	  	Columbia-0	ATGE_34_B	E-AFMX-9-raw-data-365452623.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_9_B	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_9_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_9_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_9_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_9_B	E-AFMX-9-raw-data-365457978.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.9.zip
BioSource:ATGE_95_C	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_95_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_95_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_95_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_95_C	E-AFMX-9-raw-data-365457488.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_23_C	fresh_sample	Columbia-0	developmental drift; whole plant after transition, but before bolting	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_23_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_23_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_23_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	developmental drift; whole plant after transition, but before bolting	  	  	Columbia-0	ATGE_23_C	E-AFMX-9-raw-data-365451503.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_50_C	fresh_sample	ap3-6	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_50_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_50_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_50_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	leaves 1 + 2	  	  	Columbia-0	ATGE_50_C	E-AFMX-9-raw-data-365454338.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_45_B	fresh_sample	Columbia-0	flowers stage 15, carpels	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_45_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_45_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_45_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 15, stamen	  	  	Columbia-0	ATGE_45_B	E-AFMX-9-raw-data-365453673.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_5_A	fresh_sample	Columbia-0	leaves 1 + 2	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_5_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_5_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_5_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flower stage 12 equivalent; filamentous organs in whorls two and three	  	  	ufo-1	ATGE_5_A	E-AFMX-9-raw-data-365455318.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_14_B	fresh_sample	Columbia-0	rosette leaf # 6	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_14_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_14_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_14_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 6	  	  	Columbia-0	ATGE_14_B	E-AFMX-9-raw-data-365450523.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_84_B	fresh_sample	Columbia-0	seeds, stage 10, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_84_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_84_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_84_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seeds, stage 9, w/o siliques	  	  	Columbia-0	ATGE_84_B	E-AFMX-9-raw-data-365456508.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_9_C	fresh_sample	Columbia-0	root	EFO	EFO_0000989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_9_C	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_9_C	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_9_C	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_9_C	E-AFMX-9-raw-data-365458013.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_51_A	fresh_sample	ag-12	shoot apex, inflorescence (after bolting)	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_51_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_51_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_51_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	ap3-6	ATGE_51_A	E-AFMX-9-raw-data-365454373.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_96_A	fresh_sample	Columbia-0	seedling - green parts	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_96_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_96_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_96_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	root	EFO	EFO_0000989	Columbia-0	ATGE_96_A	E-AFMX-9-raw-data-365457523.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_23_B	fresh_sample	Columbia-0	developmental drift; whole plant after transition, but before bolting	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_23_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_23_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_23_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	developmental drift; whole plant after transition, but before bolting	  	  	Columbia-0	ATGE_23_B	E-AFMX-9-raw-data-365451468.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_45_A	fresh_sample	Columbia-0	flowers stage 15, carpels	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_45_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_45_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_45_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 15, stamen	  	  	Columbia-0	ATGE_45_A	E-AFMX-9-raw-data-365453638.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.10.zip
BioSource:ATGE_35_A	fresh_sample	Columbia-0	flowers stage 12, petals	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_35_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_35_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_35_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	flowers stage 12, sepals	  	  	Columbia-0	ATGE_35_A	E-AFMX-9-raw-data-365452693.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.11.zip
BioSource:ATGE_14_A	fresh_sample	Columbia-0	rosette leaf # 6	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_14_A	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_14_A	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_14_A	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	rosette leaf # 6	  	  	Columbia-0	ATGE_14_A	E-AFMX-9-raw-data-365450488.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.11.zip
BioSource:ATGE_84_D	fresh_sample	Columbia-0	seeds, stage 10, w/o siliques	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_84_D	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_84_D	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_84_D	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	seeds, stage 9, w/o siliques	  	  	Columbia-0	ATGE_84_D	E-AFMX-9-raw-data-365456543.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.11.zip
BioSource:ATGE_4_B	fresh_sample	Columbia-0	shoot apex, vegetative + young leaves	  	  	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Department of Molecular Biology, Max Planck Institute for Developmental Biology	P-AFFY-1	Extract:ATGE_4_B	nucleic_acid	P-AFFY-2	LabeledExtract:ATGE_4_B	Biotin	labeled_extract	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	E-AFMX-9:ATGE_4_B	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	Affymetrix:Protocol:Percentile	shoot apex, inflorescence (after bolting)	  	  	ap2-6	ATGE_4_B	E-AFMX-9-raw-data-365454198.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/AFMX/E-AFMX-9/E-AFMX-9.raw.11.zip
