Source Name	Comment [Sample_characteristics]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[age]	Characteristics[antibody]	Characteristics[antibody manufacturer]	Characteristics[cell type]	Characteristics[developmental stage]	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[longitudinal zone]	Characteristics[marker line]	Characteristics[media]	Characteristics[teatment]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [AGE]	FactorValue [CELL TYPE]	FactorValue [DEVELOPMENTAL STAGE]	FactorValue [GENOTYPE]	FactorValue [LONGITUDINAL ZONE]	FactorValue [MARKER LINE]	FactorValue [MEDIA]	FactorValue [TEATMENT]	FactorValue [TREATMENT]
GSM744765 1	  	Gene expression data from root developmental stage zone 3	root tissue	Arabidopsis root section, longitudinal zone 3, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	3	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744765 extract 1	total RNA	P-GSE30166-20	GSM744765 LE 1	biotin	P-GSE30166-15	GSM744765	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744765.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744765_sample_table.txt norm	GSM744765_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	3	not specified	pH 4.6	not specified	not specified
GSM744764 1	  	Gene expression data from root developmental stage zone 3	root tissue	Arabidopsis root section, longitudinal zone 3, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	3	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744764 extract 1	total RNA	P-GSE30166-20	GSM744764 LE 1	biotin	P-GSE30166-15	GSM744764	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744764.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744764_sample_table.txt norm	GSM744764_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	3	not specified	pH 4.6	not specified	not specified
GSM744763 1	  	Gene expression data from root developmental stage zone 2	root tissue	Arabidopsis root section, longitudinal zone 2, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	2	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744763 extract 1	total RNA	P-GSE30166-20	GSM744763 LE 1	biotin	P-GSE30166-15	GSM744763	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744763.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744763_sample_table.txt norm	GSM744763_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	2	not specified	pH 5.7	not specified	not specified
GSM744762 1	  	Gene expression data from root developmental stage zone 2	root tissue	Arabidopsis root section, longitudinal zone 2, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	2	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744762 extract 1	total RNA	P-GSE30166-20	GSM744762 LE 1	biotin	P-GSE30166-15	GSM744762	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744762.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744762_sample_table.txt norm	GSM744762_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	2	not specified	pH 5.7	not specified	not specified
GSM744761 1	  	Gene expression data from root developmental stage zone 2	root tissue	Arabidopsis root section, longitudinal zone 2, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	2	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744761 extract 1	total RNA	P-GSE30166-20	GSM744761 LE 1	biotin	P-GSE30166-15	GSM744761	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744761.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744761_sample_table.txt norm	GSM744761_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	2	not specified	pH 4.6	not specified	not specified
GSM744760 1	  	Gene expression data from root developmental stage zone 2	root tissue	Arabidopsis root section, longitudinal zone 2, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	2	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744760 extract 1	total RNA	P-GSE30166-20	GSM744760 LE 1	biotin	P-GSE30166-15	GSM744760	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744760.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744760_sample_table.txt norm	GSM744760_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	2	not specified	pH 4.6	not specified	not specified
GSM744759 1	  	Gene expression data from root developmental stage zone 1	root tissue	Arabidopsis root section, longitudinal zone 1, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	1	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744759 extract 1	total RNA	P-GSE30166-20	GSM744759 LE 1	biotin	P-GSE30166-15	GSM744759	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744759.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744759_sample_table.txt norm	GSM744759_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	1	not specified	pH 5.7	not specified	not specified
GSM744758 1	  	Gene expression data from root developmental stage zone 1	root tissue	Arabidopsis root section, longitudinal zone 1, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	1	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744758 extract 1	total RNA	P-GSE30166-20	GSM744758 LE 1	biotin	P-GSE30166-15	GSM744758	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744758.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744758_sample_table.txt norm	GSM744758_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	1	not specified	pH 5.7	not specified	not specified
GSM744757 1	  	Gene expression data from root developmental stage zone 1	root tissue	Arabidopsis root section, longitudinal zone 1, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	1	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744757 extract 1	total RNA	P-GSE30166-20	GSM744757 LE 1	biotin	P-GSE30166-15	GSM744757	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744757.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744757_sample_table.txt norm	GSM744757_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	1	not specified	pH 4.6	not specified	not specified
GSM744756 1	  	Gene expression data from root developmental stage zone 1	root tissue	Arabidopsis root section, longitudinal zone 1, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	1	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744756 extract 1	total RNA	P-GSE30166-20	GSM744756 LE 1	biotin	P-GSE30166-15	GSM744756	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744756.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744756_sample_table.txt norm	GSM744756_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	1	not specified	pH 4.6	not specified	not specified
GSM744755 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 5.7, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744755 extract 1	total RNA	P-GSE30166-14	GSM744755 LE 1	biotin	P-GSE30166-15	GSM744755	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744755.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744755_sample_table.txt norm	GSM744755_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 5.7	not specified	not specified
GSM744754 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744754 extract 1	total RNA	P-GSE30166-14	GSM744754 LE 1	biotin	P-GSE30166-15	GSM744754	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744754.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744754_sample_table.txt norm	GSM744754_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 5.7	not specified	not specified
GSM744753 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744753 extract 1	total RNA	P-GSE30166-14	GSM744753 LE 1	biotin	P-GSE30166-15	GSM744753	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744753.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744753_sample_table.txt norm	GSM744753_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 5.7	not specified	not specified
GSM744752 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 4.6, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744752 extract 1	total RNA	P-GSE30166-14	GSM744752 LE 1	biotin	P-GSE30166-15	GSM744752	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744752.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744752_sample_table.txt norm	GSM744752_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 4.6	not specified	not specified
GSM744751 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744751 extract 1	total RNA	P-GSE30166-14	GSM744751 LE 1	biotin	P-GSE30166-15	GSM744751	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744751.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744751_sample_table.txt norm	GSM744751_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 4.6	not specified	not specified
GSM744750 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the stele	Arabidopsis root cells, stele, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	stele	  	Columbia	  	  	pWOL::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744750 extract 1	total RNA	P-GSE30166-14	GSM744750 LE 1	biotin	P-GSE30166-15	GSM744750	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744750.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744750_sample_table.txt norm	GSM744750_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	stele	not specified	not specified	not specified	pWOL::GFP	pH 4.6	not specified	not specified
GSM744749 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 5.7, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744749 extract 1	total RNA	P-GSE30166-14	GSM744749 LE 1	biotin	P-GSE30166-15	GSM744749	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744749.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744749_sample_table.txt norm	GSM744749_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 5.7	not specified	not specified
GSM744748 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744748 extract 1	total RNA	P-GSE30166-14	GSM744748 LE 1	biotin	P-GSE30166-15	GSM744748	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744748.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744748_sample_table.txt norm	GSM744748_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 5.7	not specified	not specified
GSM744747 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744747 extract 1	total RNA	P-GSE30166-14	GSM744747 LE 1	biotin	P-GSE30166-15	GSM744747	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744747.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744747_sample_table.txt norm	GSM744747_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 5.7	not specified	not specified
GSM744746 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 4.6, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744746 extract 1	total RNA	P-GSE30166-14	GSM744746 LE 1	biotin	P-GSE30166-15	GSM744746	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744746.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744746_sample_table.txt norm	GSM744746_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 4.6	not specified	not specified
GSM744745 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744745 extract 1	total RNA	P-GSE30166-14	GSM744745 LE 1	biotin	P-GSE30166-15	GSM744745	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744745.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744745_sample_table.txt norm	GSM744745_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 4.6	not specified	not specified
GSM744744 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the endodermis and quiescent center	Arabidopsis root cells, endodermis and quiescent center, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	endodermis and quiescent center	  	Columbia	  	  	pSCR::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744744 extract 1	total RNA	P-GSE30166-14	GSM744744 LE 1	biotin	P-GSE30166-15	GSM744744	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744744.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744744_sample_table.txt norm	GSM744744_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	endodermis and quiescent center	not specified	not specified	not specified	pSCR::GFP	pH 4.6	not specified	not specified
GSM744743 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 5.7, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744743 extract 1	total RNA	P-GSE30166-14	GSM744743 LE 1	biotin	P-GSE30166-15	GSM744743	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744743.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744743_sample_table.txt norm	GSM744743_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 5.7	not specified	not specified
GSM744742 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744742 extract 1	total RNA	P-GSE30166-14	GSM744742 LE 1	biotin	P-GSE30166-15	GSM744742	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744742.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744742_sample_table.txt norm	GSM744742_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 5.7	not specified	not specified
GSM744741 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 5.7	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744741 extract 1	total RNA	P-GSE30166-14	GSM744741 LE 1	biotin	P-GSE30166-15	GSM744741	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744741.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744741_sample_table.txt norm	GSM744741_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 5.7	not specified	not specified
GSM744740 1	  	  	Protoplasted and FACS sorted Arabidopsis root cells from the cortex	Arabidopsis root cells, cortex, pH 4.6, replicate 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	cells from 6 day-old roots	  	  	cortex	  	Columbia	  	  	pCOR315.1::GFP	pH 4.6	  	P-GSE30166-12	P-GSE30166-11	P-GSE30166-13	GSM744740 extract 1	total RNA	P-GSE30166-14	GSM744740 LE 1	biotin	P-GSE30166-15	GSM744740	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744740.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.4.zip	P-GSE30166-1	GSM744740_sample_table.txt norm	GSM744740_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	cells from 6 day-old roots	cortex	not specified	not specified	not specified	pCOR315.1::GFP	pH 4.6	not specified	not specified
