Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Comment[Sample_characteristics]	Characteristics[Genotype]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[ecotype]	Protocol REF	Protocol REF	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Assay Name	Technology Type	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	Factor Value[growth condition]	Factor Value[genotype]	Factor Value[organism part]	Factor Value [RNA]
GSE14502GSM362228	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Shoot trichome RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362228 sample	organism part	P-G14502-5	GSE14502GSM362228 extract	total RNA	P-G14502-3	GSE14502GSM362228 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pGL2_rep2	array assay	A-AFFY-2	GSM362228	GSM362228.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362228 Norm	GSM362228_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pGL2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362229	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under control conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pRBCS:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362229 sample	organism part	P-G14502-5	GSE14502GSM362229 extract	total RNA	P-G14502-3	GSE14502GSM362229 LE biotin	synthetic RNA	biotin	shoot_control_pRBCS_rep1	array assay	A-AFFY-2	GSM362229	GSM362229.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362229 Norm	GSM362229_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pRBCS:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362230	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under control conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pRBCS:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362230 sample	organism part	P-G14502-5	GSE14502GSM362230 extract	total RNA	P-G14502-3	GSE14502GSM362230 LE biotin	synthetic RNA	biotin	shoot_control_pRBCS_rep2	array assay	A-AFFY-2	GSM362230	GSM362230.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362230 Norm	GSM362230_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pRBCS:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362231	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pRBCS:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362231 sample	organism part	P-G14502-5	GSE14502GSM362231 extract	total RNA	P-G14502-3	GSE14502GSM362231 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pRBCS_rep1	array assay	A-AFFY-2	GSM362231	GSM362231.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362231 Norm	GSM362231_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pRBCS:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362232	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pRBCS:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362232 sample	organism part	P-G14502-5	GSE14502GSM362232 extract	total RNA	P-G14502-3	GSE14502GSM362232 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pRBCS_rep2	array assay	A-AFFY-2	GSM362232	GSM362232.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362232 Norm	GSM362232_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pRBCS:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362233	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSUC2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362233 sample	organism part	P-G14502-5	GSE14502GSM362233 extract	total RNA	P-G14502-3	GSE14502GSM362233 LE biotin	synthetic RNA	biotin	shoot_control_pSUC2_rep1	array assay	A-AFFY-2	GSM362233	GSM362233.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362233 Norm	GSM362233_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSUC2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362234	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSUC2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362234 sample	organism part	P-G14502-5	GSE14502GSM362234 extract	total RNA	P-G14502-3	GSE14502GSM362234 LE biotin	synthetic RNA	biotin	shoot_control_pSUC2_rep2	array assay	A-AFFY-2	GSM362234	GSM362234.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362234 Norm	GSM362234_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSUC2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362235	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362235 sample	organism part	P-G14502-5	GSE14502GSM362235 extract	total RNA	P-G14502-3	GSE14502GSM362235 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pSUC2_rep1	array assay	A-AFFY-2	GSM362235	GSM362235.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362235 Norm	GSM362235_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pSUC2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362236	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Shoot phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362236 sample	organism part	P-G14502-5	GSE14502GSM362236 extract	total RNA	P-G14502-3	GSE14502GSM362236 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pSUC2_rep2	array assay	A-AFFY-2	GSM362236	GSM362236.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362236 Norm	GSM362236_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pSUC2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362237	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Shoot phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSultr2;2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362237 sample	organism part	P-G14502-5	GSE14502GSM362237 extract	total RNA	P-G14502-3	GSE14502GSM362237 LE biotin	synthetic RNA	biotin	shoot_control_pSultr2;2_rep1	array assay	A-AFFY-2	GSM362237	GSM362237.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362237 Norm	GSM362237_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSultr2;2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362238	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA, Shoot phloem (Sultr2;2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pSultr2;2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSultr2;2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pSultr2;2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362238 sample	organism part	P-G14502-5	GSE14502GSM362238 extract	total RNA	P-G14502-3	GSE14502GSM362238 LE biotin	synthetic RNA	biotin	shoot_control_pSultr2;2_rep2	array assay	A-AFFY-2	GSM362238	GSM362238.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362238 Norm	GSM362238_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pSultr2;2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362239	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pCER5-enriched polysomal mRNA, Shoot epidermal RNA under control conditions. Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pCER5-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pCER5:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362239 sample	organism part	P-G14502-5	GSE14502GSM362239 extract	total RNA	P-G14502-3	GSE14502GSM362239 LE biotin	synthetic RNA	biotin	shoot_control_pCER5_rep1	array assay	A-AFFY-2	GSM362239	GSM362239.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362239 Norm	GSM362239_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pCER5:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362240	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pCER5-enriched polysomal mRNA, Shoot epidermal RNA under control conditions. Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pCER5-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pCER5:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362240 sample	organism part	P-G14502-5	GSE14502GSM362240 extract	total RNA	P-G14502-3	GSE14502GSM362240 LE biotin	synthetic RNA	biotin	shoot_control_pCER5_rep2	array assay	A-AFFY-2	GSM362240	GSM362240.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362240 Norm	GSM362240_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pCER5:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362241	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pCER5-enriched polysomal mRNA, Shoot epidermal RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pCER5-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pCER5:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362241 sample	organism part	P-G14502-5	GSE14502GSM362241 extract	total RNA	P-G14502-3	GSE14502GSM362241 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pCER5_rep1	array assay	A-AFFY-2	GSM362241	GSM362241.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362241 Norm	GSM362241_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pCER5:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362242	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pCER5-enriched polysomal mRNA, Shoot epidermal RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pCER5-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pCER5:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pCER5:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362242 sample	organism part	P-G14502-5	GSE14502GSM362242 extract	total RNA	P-G14502-3	GSE14502GSM362242 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pCER5_rep2	array assay	A-AFFY-2	GSM362242	GSM362242.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362242 Norm	GSM362242_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pCER5:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362243	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under control conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pKAT1:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362243 sample	organism part	P-G14502-5	GSE14502GSM362243 extract	total RNA	P-G14502-3	GSE14502GSM362243 LE biotin	synthetic RNA	biotin	shoot_control_pKAT1_rep1	array assay	A-AFFY-2	GSM362243	GSM362243.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362243 Norm	GSM362243_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pKAT1:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362244	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under control conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pKAT1:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362244 sample	organism part	P-G14502-5	GSE14502GSM362244 extract	total RNA	P-G14502-3	GSE14502GSM362244 LE biotin	synthetic RNA	biotin	shoot_control_pKAT1_rep2	array assay	A-AFFY-2	GSM362244	GSM362244.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362244 Norm	GSM362244_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pKAT1:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362245	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pKAT1:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362245 sample	organism part	P-G14502-5	GSE14502GSM362245 extract	total RNA	P-G14502-3	GSE14502GSM362245 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pKAT1_rep1	array assay	A-AFFY-2	GSM362245	GSM362245.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362245 Norm	GSM362245_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pKAT1:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362246	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pKAT1:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362246 sample	organism part	P-G14502-5	GSE14502GSM362246 extract	total RNA	P-G14502-3	GSE14502GSM362246 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pKAT1_rep2	array assay	A-AFFY-2	GSM362246	GSM362246.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362246 Norm	GSM362246_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pKAT1:His6FLAG-RPL18B	shoot	polysomal mRNA
