Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[organism part]	Characteristics[ecotype]	Characteristics[age]	Unit[time unit]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[organism part]	FactorValue[compound]
GSE7631GSM184557	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 transitory treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was not maintained in the protoplast-generating solution (minus enzymes). Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184557 sample	P-G7631-4	GSE7631GSM184557 extract	total_RNA	P-G7631-3	GSE7631GSM184557 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep3	GSM184557.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes
GSE7631GSM184561	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 continuous treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was maintained in the protoplast-generating solution (minus enzymes) at 5mM. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184561 sample	P-G7631-4	GSE7631GSM184561 extract	total_RNA	P-G7631-3	GSE7631GSM184561 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep3	GSM184561.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes with KNO3
GSE7631GSM184559	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 continuous treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was maintained in the protoplast-generating solution (minus enzymes) at 5mM. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184559 sample	P-G7631-4	GSE7631GSM184559 extract	total_RNA	P-G7631-3	GSE7631GSM184559 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep1	GSM184559.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes with KNO3
GSE7631GSM184560	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 continuous treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was maintained in the protoplast-generating solution (minus enzymes) at 5mM. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184560 sample	P-G7631-4	GSE7631GSM184560 extract	total_RNA	P-G7631-3	GSE7631GSM184560 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes with KNO3, biological rep2	GSM184560.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes with KNO3
GSE7631GSM218593	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218593 sample	P-G7631-4	GSE7631GSM218593 extract	total_RNA	P-G7631-3	GSE7631GSM218593 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KCl control treated then frozen, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KCl control treated then frozen, biological rep3	GSM218593.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KCl then frozen
GSE7631GSM218592	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218592 sample	P-G7631-4	GSE7631GSM218592 extract	total_RNA	P-G7631-3	GSE7631GSM218592 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KCl control treated then frozen, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KCl control treated then frozen, biological rep2	GSM218592.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KCl then frozen
GSE7631GSM218591	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218591 sample	P-G7631-4	GSE7631GSM218591 extract	total_RNA	P-G7631-3	GSE7631GSM218591 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KCl control treated then frozen, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KCl control treated then frozen, biological rep1	GSM218591.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KCl then frozen
GSE7631GSM218594	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218594 sample	P-G7631-4	GSE7631GSM218594 extract	total_RNA	P-G7631-3	GSE7631GSM218594 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KNO3 treated then frozen, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KNO3 treated then frozen, biological rep1	GSM218594.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KNO3 then frozen
GSE7631GSM218596	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218596 sample	P-G7631-4	GSE7631GSM218596 extract	total_RNA	P-G7631-3	GSE7631GSM218596 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KNO3 treated then frozen, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KNO3 treated then frozen, biological rep3	GSM218596.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KNO3 then frozen
GSE7631GSM218595	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 3.5hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218595 sample	P-G7631-4	GSE7631GSM218595 extract	total_RNA	P-G7631-3	GSE7631GSM218595 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 3.5hr KNO3 treated then frozen, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 3.5hr KNO3 treated then frozen, biological rep2	GSM218595.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	3.5hr KNO3 then frozen
