PROBE	ID	ALIAS
265065_at	AT1G03980	ATPCS2
265066_at	AT1G03870	FLA9
265067_at	AT1G03850	AT1G03850
265068_at	AT1G55550	AT1G55550
265069_at	AT1G55545	emb1011
265070_at	AT1G55510	BCDH_BETA1
265071_at	AT1G55520	TBP2
265072_at	AT1G55580	LAS
265073_at	AT1G55480	ZKT
265074_at	AT1G55540	emb1011
265075_at	AT1G55450	AT1G55450
265076_at	AT1G55490	CPN60B
265077_at	AT1G55530	AT1G55530
265078_at	AT1G55500	ECT4
265079_at	AT1G55460	AT1G55460
265080_at	AT1G55570	sks12
265081_at	AT1G03840	MGP
265082_at	AT1G03830	AT1G03830
265083_at	AT1G03820	AT1G03820
265084_at	AT1G03790	SOM
265085_at	AT1G03780	TPX2
265086_at	AT1G03770	RING1B
265087_at	AT1G03760	AT1G03760
265088_at	AT1G03750	SWI2
265089_at	AT1G04060	SUVR1
265090_at	AT1G03960	AT1G03960
265091_s_at	AT1G03495	AT1G03495
265092_at	AT1G03910	AT1G03910
265093_at	AT1G03905	AT1G03905
265094_at	AT1G03890	AT1G03890
265095_at	AT1G03880	CRU2
265096_at	AT1G04030	AT1G04030
265097_at	AT1G04020	BARD1
265098_at	AT1G04010	PSAT1
265099_at	AT1G03990	AT1G03990
265100_at	AT1G31010	OSB4
265101_at	AT1G30880	AT1G30880
265102_at	AT1G30870	AT1G30870
265103_at	AT1G31070	GlcNA.1UT1
265104_at	AT1G31020	ATO2
265105_s_at	AT1G63340	AT1G63340
265106_s_at	AT1G62590	AT1G62590
265107_s_at	AT1G62610	AT1G62610
265108_s_at	AT1G62620	AT1G62620
265109_s_at	AT1G62630	AT1G62630
265110_at	AT1G62490	AT1G62490
265111_at	AT1G62510	AT1G62510
265112_at	AT1G62530	AT1G62530
265113_at	AT1G62460	AT1G62460
265114_at	AT1G62440	LRX2
265115_at	AT1G62450	AT1G62450
265116_at	AT1G62480	AT1G62480
265117_at	AT1G62500	AT1G62500
265118_at	AT1G62660	AT1G62660
265119_at	AT1G62570	FMO_GS-OX4
265120_at	AT1G62640	KAS_III
265121_at	AT1G62560	FMO_GS-OX3
265122_at	AT1G62540	FMO_GS-OX2
265123_at	AT1G55440	AT1G55440
265124_at	AT1G55430	AT1G55430
265125_at	AT1G55410	AT1G55410
265126_s_at	AT1G55380	EDA11
265127_at	AT1G55560	sks14
265128_at	AT1G30860	AT1G30860
265129_at	AT1G30970	SUF4
265130_at	AT1G30890	AT1G30890
265131_at	AT1G23760	JP630
265132_at	AT1G23830	AT1G23830
265133_s_at	AT1G51250	AT1G51250
265134_at	AT1G51260	LPAT3
265135_at	AT1G51270	AT1G51270
265136_at	AT1G51280	AT1G51270
265137_at	AT1G51290	AT1G51290
265138_at	AT1G51300	AT1G51300
265139_at	AT1G51310	AT1G51310
265140_at	AT1G51320	AT1G51320
265141_at	AT1G51350	AT1G51350
265142_at	AT1G51360	DABB1
265143_at	AT1G51390	NFU5
265144_at	AT1G51170	AT1G51170
265145_at	AT1G51190	PLT2
265146_at	AT1G51210	AT1G51210
265147_at	AT1G51380	AT1G51380
265148_at	AT1G51160	AT1G51160
265149_at	AT1G51400	AT1G51400
265150_at	AT1G51200	AT1G51200
265151_at	AT1G51340	AT1G51340
265152_s_at	AT1G30940	AT1G30940
265153_at	AT1G30950	UFO
265154_at	AT1G30960	AT1G30960
265155_at	AT1G30990	AT1G30990
265156_at	AT1G31000	AT1G31000
265157_at	AT1G31030	AT1G31030
265158_at	AT1G31040	AT1G31040
265159_at	AT1G31060	AT1G31050
265160_at	AT1G31050	AT1G31050
265161_at	AT1G30900	VSR6
265162_at	AT1G30910	AT1G30910
265163_at	AT1G23580	AT1G23580
265164_at	AT1G23600	AT1G23600
265165_at	AT1G23610	AT1G23610
265166_at	AT1G23640	AT1G23640
265167_at	AT1G23680	AT1G23680
265168_at	AT1G23700	AT1G23700
265169_x_at	AT1G23720	AT1G23720
265170_at	AT1G23730	BCA3
265171_at	AT1G23790	AT1G23790
265172_at	AT1G23820	SPDS1
265173_at	AT1G23530	AT1G23530
265174_s_at	AT1G23460	AT1G23460
265175_at	AT1G23480	ATCSLA03
265176_at	AT1G23520	AT1G23520
265177_at	AT1G23630	AT1G23640
265178_at	AT1G23540	IGI1
265179_at	AT1G23650	AT1G23650
265180_at	AT1G23590	AT1G23590
265181_at	AT1G23510	AT1G23510
265182_at	AT1G23740	AT1G23740
265183_at	AT1G23750	AT1G23750
265184_at	AT1G23710	AT1G23710
265185_at	AT1G23670	AT1G23670
265186_at	AT1G23560	AT1G23560
265187_at	AT1G23490	ATARF1
265188_at	AT1G23800	ALDH2B7
265189_at	AT1G23840	AT1G23840
265190_at	AT1G23780	AT1G23780
265191_at	AT1G05120	AT1G05120
265192_at	AT1G05060	AT1G05060
265193_at	AT1G05070	AT1G05070
265194_at	AT1G05010	EFE
265195_at	AT2G36730	AT2G36730
265196_at	AT2G36740	SWC2
265197_at	AT2G36750	UGT73C1
265198_at	AT2G36760	UGT73C2
265199_s_at	AT2G36770	AT2G36770
265200_s_at	AT2G36790	UGT73C6
265201_at	AT2G36810	AT2G36810
265202_at	AT2G36820	AT2G36810
265203_at	AT2G36630	AT2G36630
265204_at	AT2G36650	AT2G36650
265205_at	AT2G36660	PAB7
265206_at	AT2G36670	AT2G36670
265207_at	AT2G36680	AT2G36680
265208_at	AT2G36690	AT2G36690
265209_at	AT2G36610	ATHB22
265210_at	AT2G36620	RPL24A
265211_at	AT2G36640	ATECP63
265212_at	AT1G05030	AT1G05030
265213_at	AT1G05020	AT1G05020
265214_at	AT1G05000	AT1G05000
265215_at	AT1G05040	AT1G05040
265216_at	AT1G05100	MAPKKK18
265217_s_at	AT1G05090	AT1G05090
265218_at	AT1G05050	GTF2H2
265219_at	AT2G02050	AT2G02050
265220_at	AT2G02040	PTR2
265221_s_at	AT2G02010	GAD3
265222_at	AT2G01970	AT2G01970
265223_at	AT2G36700	AT2G36700
265224_at	AT2G36710	AT2G36710
265225_at	AT2G36720	AT2G36720
265226_at	AT2G28430	AT2G28430
265227_s_at	AT2G07695	AT2G07695
265228_s_at	AT2G07698	AT2G07698
265229_s_at	AT2G07701	AT2G07701
265230_s_at	AT2G07707	AT2G07707
265231_s_at	AT2G07713	AT2G07713
265232_s_at	AT2G07715	AT2G07715
265233_s_at	AT2G07718	AT2G07718
265234_at	AT2G07721	AT2G07721
265235_s_at	AT2G07719	AT2G07719
265236_s_at	AT2G07714	AT2G07714
265237_s_at	AT2G07706	ArthMp039
265238_s_at	AT2G07696	AT2G07696
265239_s_at	AT2G07692	AT2G07692
265240_s_at	AT2G07691	AT2G07691
265241_at	AT2G07693	AT2G07693
265242_at	AT2G07705	AT2G07705
265243_at	AT2G43040	NPG1
265244_at	AT2G43020	ATPAO2
265245_at	AT2G43060	IBH1
265246_at	AT2G43050	ATPMEPCRD
265247_at	AT2G43030	AT2G43030
265248_at	AT2G43010	PIF4
265249_at	AT2G01940	SGR5
265250_at	AT2G01950	BRL2
265251_at	AT2G01960	TET14
265252_at	AT2G01980	SOS1
265253_at	AT2G02020	AT2G02020
265254_at	AT2G28380	DRB2
265255_at	AT2G28420	AT2G28420
265256_at	AT2G28390	AT2G28390
265257_at	AT2G20420	AT2G20420
265258_at	AT2G20390	AT2G20390
265259_at	AT2G20330	AT2G20330
265260_at	AT2G43000	anac042
265261_at	AT2G42990	AT2G42990
265262_at	AT2G42980	AT2G42980
265263_at	AT2G42940	AT2G42940
265264_at	AT2G42930	AT2G42930
265265_at	AT2G42900	AT2G42900
265266_at	AT2G42890	AML2
265267_at	AT2G42920	AT2G42920
265268_at	AT2G42960	AT2G42960
265269_at	AT2G42950	AT2G42950
265270_at	AT2G42910	AT2G42910
265271_at	AT2G28360	AT2G28360
265272_at	AT2G28350	ARF10
265273_at	AT2G28320	AT2G28320
265274_at	AT2G28450	AT2G28450
265275_at	AT2G28440	AT2G28440
265276_at	AT2G28400	AT2G28400
265277_at	AT2G28410	AT2G28410
265278_at	AT2G28330	AT2G28330
265279_at	AT2G28460	AT2G28460
265280_at	AT2G28355	LCR5
265281_at	AT2G28370	AT2G28370
265282_at	AT2G20380	AT2G20380
265283_at	AT2G20370	MUR3
265284_at	AT2G20230	AT2G20230
265285_at	AT2G20410	AT2G20410
265286_at	AT2G20360	AT2G20360
265287_at	AT2G20260	PSAE-2
265288_at	AT2G20270	AT2G20270
265289_at	AT2G22690	AT2G22690
265290_at	AT2G22590	AT2G22590
265291_at	AT2G22720	AT2G22720
265292_s_at	AT2G14010	AT2G14010
265293_at	AT2G14020	AT2G14020
265294_at	AT2G14030	AT2G14030
265295_at	AT2G14050	MCM9
265296_at	AT2G14060	AT2G14060
265297_at	AT2G14080	AT2G14080
265298_s_at	AT2G13930	AT2G13930
265299_at	AT2G13940	AT2G13940
265300_at	AT2G13950	AT2G13950
265301_s_at	AT2G13960	MYB3R-5
265302_at	AT2G13970	AT2G13970
265303_at	AT2G14040	AT2G14040
265304_at	AT2G20350	AT2G20350
265305_at	AT2G20340	AT2G20340
265306_at	AT2G20320	AT2G20320
265307_at	AT2G20310	RIN13
265308_at	AT2G20300	ALE2
265309_at	AT2G20290	XIG
265310_at	AT2G20280	AT2G20280
265311_at	AT2G20250	AT2G20250
265312_at	AT2G20240	AT2G20240
265313_at	AT2G20220	AT2G20210
265314_at	AT2G20210	AT2G20210
265315_at	AT2G20200	CLASP
265316_at	AT2G20400	AT2G20400
265317_at	AT2G22640	BRK1
265318_at	AT2G22650	AT2G22650
265319_at	AT2G22670	IAA8
265320_at	AT2G18320	AT2G18320
265321_at	AT2G18280	AtTLP2
265322_at	AT2G18270	AT2G18270
265323_at	AT2G18260	SYP112
265324_at	AT2G18250	ATCOAD
265325_at	AT2G18240	AT2G18240
265326_at	AT2G18220	AT2G18220
265327_at	AT2G18210	AT2G18210
265328_at	AT2G18200	AT2G18200
265329_at	AT2G18450	SDH1-2
265330_at	AT2G18440	AT2G18440
265331_at	AT2G18420	AT2G18420
265332_at	AT2G18410	AT2G18410
265333_at	AT2G18350	AtHB24
265334_at	AT2G18370	AT2G18370
265335_at	AT2G18245	AT2G18245
265336_at	AT2G18290	APC10
265337_at	AT2G18390	TTN5
265338_at	AT2G18400	AT2G18400
265339_at	AT2G18230	AtPPa2
265340_at	AT2G18330	AT2G18330
265341_at	AT2G18360	AT2G18360
265342_at	AT2G18300	AT2G18300
265343_at	AT2G22570	NIC1
265344_at	AT2G22660	AT2G22660
265345_at	AT2G22680	AT2G22680
265346_at	AT2G22700	AT2G22700
265347_at	AT2G22740	SUVH6
265348_at	AT2G22600	AT2G22600
265349_at	AT2G22610	AT2G22610
265350_at	AT2G22620	AT2G22620
265351_at	AT2G22630	AGL17
265352_at	AT2G16600	ROC3
265353_at	AT2G16800	AT2G16800
265354_at	AT2G16700	ADF5
265355_at	AT2G16760	AT2G16760
265356_at	AT2G16595	AT2G16595
265357_at	AT2G16740	UBC29
265358_at	AT2G16710	AT2G16710
265359_at	AT2G16720	MYB7
265360_s_at	AT2G13250	AT2G13250
265361_at	AT2G13230	AT2G13230
265362_at	AT2G13210	AT2G13210
265363_at	AT2G13335	AT2G13335
265364_at	AT2G13330	AT2G13330
265365_at	AT2G13310	AT2G13310
265366_at	AT2G13290	AT2G13290
265367_at	AT2G13270	AT2G13270
265368_at	AT2G13350	AT2G13350
265369_s_at	AT2G06470	AT2G06470
265370_s_at	AT2G06480	AT2G06480
265371_at	AT2G06490	AT2G06490
265372_at	AT2G06500	AT2G06500
265373_at	AT2G06510	RPA1A
265374_at	AT2G06520	PSBX
265375_at	AT2G06530	VPS2.1
265376_at	AT2G05810	AT2G05810
265377_at	AT2G05790	AT2G05790
265378_at	AT2G18380	GATA20
265379_at	AT2G18340	AT2G18340
265380_at	AT2G16670	AT2G16670
265381_at	AT2G16680	AT2G16680
265382_at	AT2G16790	AT2G16790
265383_at	AT2G16780	MSI2
265384_at	AT2G20760	AT2G20760
265385_at	AT2G20900	DGK5
265386_at	AT2G20930	AT2G20930
265387_at	AT2G20670	AT2G20670
265388_s_at	AT2G20990	SYTA
265389_at	AT2G20690	AT2G20690
265390_at	AT2G20820	AT2G20820
265391_at	AT2G20810	GAUT10
265392_at	AT2G20860	LIP1
265393_at	AT2G20830	AT2G20830
265394_at	AT2G20725	AT2G20725
265395_at	AT2G20850	SRF1
265396_at	AT2G21040	AT2G21040
265397_at	AT2G11090	AT2G11090
265398_at	AT2G11000	ATMAK10
265399_at	AT2G11010	AT2G11010
265400_at	AT2G10940	AT2G10940
265401_at	AT2G10970	AT2G10970
265402_at	AT2G10950	AT2G10950
265403_at	AT2G16690	AT2G16690
265404_at	AT2G16730	BGAL13
265405_at	AT2G16750	AT2G16750
265406_at	AT2G16610	AT2G16610
265407_at	AT2G16810	AT2G16810
265408_at	AT2G16820	AT2G16820
265409_at	AT2G16830	PIP2;8
265410_at	AT2G16620	AT2G16620
265411_at	AT2G16630	AT2G16630
265412_at	AT2G16640	TOC132
265413_s_at	AT2G16650	AT2G16650
265414_at	AT2G16660	AT2G16660
265415_at	AT2G20890	PSB29
265416_at	AT2G37120	AT2G37120
265417_at	AT2G20920	AT2G20920
265418_at	AT2G20880	AT2G20880
265419_at	AT2G20840	AT2G20840
265420_s_at	AT2G21030	BRX
265421_s_at	AT2G20616	AT2G20616
265422_at	AT2G20800	NDB4
265423_at	AT2G20790	AT2G20790
265424_at	AT2G20780	AT2G20780
265425_at	AT2G20770	GCL2
265426_at	AT2G20740	AT2G20740
265427_at	AT2G20730	AT2G20740
265428_at	AT2G20720	AT2G20720
265429_at	AT2G20710	AT2G20710
265430_at	AT2G20700	LLG2
265431_at	AT2G20680	AT2G20680
265432_at	AT2G20650	AT2G20650
265433_at	AT2G20950	AT2G20950
265434_at	AT2G20805	AT2G20805
265435_s_at	AT2G21020	NIP3;1
265436_at	AT2G21000	AT2G21000
265437_at	AT2G20980	MCM10
265438_at	AT2G20970	AT2G20970
265439_at	AT2G21045	AT2G21045
265440_at	AT2G20960	pEARLI4
265441_at	AT2G20870	AT2G20870
265442_at	AT2G20940	AT2G20940
265443_at	AT2G20750	ATEXPB1
265444_s_at	AT2G37180	RD28
265445_at	AT2G37190	AT2G37190
265446_at	AT2G37110	AT2G37110
265447_at	AT2G46570	LAC6
265448_at	AT2G46590	DAG2
265449_at	AT2G46610	AT2G46610
265450_at	AT2G46620	AT2G46620
265451_at	AT2G46490	AT2G46490
265452_at	AT2G46510	ATAIB
265453_at	AT2G46520	AT2G46520
265454_at	AT2G46530	ARF11
265455_at	AT2G46560	AT2G46560
265456_at	AT2G46505	SDH4
265457_at	AT2G46550	AT2G46550
265458_at	AT2G46580	AT2G46580
265459_at	AT2G46540	AT2G46540
265460_at	AT2G46600	AT2G46600
265461_at	AT2G46500	PI4K_GAMMA_4
265462_at	AT2G37140	AT2G37140
265463_at	AT2G37090	IRX9
265464_at	AT2G37080	RIP3
265465_at	AT2G37070	AT2G37070
265466_at	AT2G37060	NF-YB8
265467_at	AT2G37050	AT2G37050
265468_at	AT2G37210	AT2G37210
265469_at	AT2G37160	AT2G37160
265470_at	AT2G37150	AT2G37150
265471_at	AT2G37130	AT2G37130
265472_at	AT2G15580	AT2G15580
265473_at	AT2G15535	LCR10
265474_at	AT2G15690	AT2G15690
265475_at	AT2G15620	NIR1
265476_at	AT2G15570	ATHM3
265477_at	AT2G46480	GAUT2
265478_at	AT2G15890	MEE14
265479_at	AT2G15760	AT2G15760
265480_at	AT2G15970	COR413-PM1
265481_at	AT2G15960	AT2G15960
265482_at	AT2G15780	AT2G15780
265483_at	AT2G15790	SQN
265484_at	AT2G15820	OTP51
265485_at	AT2G15550	AT2G15550
265486_at	AT2G15560	AT2G15560
265487_at	AT2G15600	AT2G15600
265488_at	AT2G15610	AT2G15610
265489_at	AT2G15640	AT2G15640
265490_s_at	AT2G15470	AT2G15470
265491_s_at	AT2G15650	AT2G15650
265492_at	AT2G15660	AGL95
265493_at	AT2G15670	AT2G15670
265494_at	AT2G15680	AT2G15680
265495_at	AT2G15695	AT2G15695
265496_at	AT2G15700	AT2G15700
265497_at	AT2G15720	AT2G15720
265498_at	AT2G15740	AT2G15740
265499_at	AT2G15480	UGT73B5
265500_at	AT2G15750	AT2G15750
265501_at	AT2G15490	UGT73B4
265502_at	AT2G15500	AT2G15500
265503_at	AT2G15510	AT2G15510
265504_at	AT2G15520	AT2G15520
265505_at	AT2G15530	AT2G15530
265506_at	AT2G15540	AT2G15540
265507_s_at	AT2G15940	AT2G15940
265508_at	AT2G15930	AT2G15930
265509_at	AT2G15920	AT2G15920
265510_at	AT2G05630	ATG8D
265511_at	AT2G05540	AT2G05540
265512_at	AT2G05590	AT2G05590
265513_at	AT2G06140	AT2G06140
265514_s_at	AT2G06130	AT2G06130
265515_at	AT2G06120	AT2G06120
265516_at	AT2G06110	AT2G06110
265517_at	AT2G06090	AT2G06090
265518_at	AT2G06040	AT2G06040
265519_at	AT2G06030	AT2G06040
265520_at	AT2G06020	AT2G06020
265521_at	AT2G06010	ORG4
265522_at	AT2G06210	ELF8
265523_at	AT2G06190	AT2G06190
265524_at	AT2G06180	AT2G06180
265525_at	AT2G06170	AT2G06170
265526_x_at	AT2G06160	AT2G06160
265527_at	AT2G06150	AT2G06150
265528_at	AT2G06220	AT2G06220
265529_at	AT2G06230	AT2G06230
265530_at	AT2G06050	OPR3
265531_at	AT2G06200	AtGRF6
265532_at	AT2G11370	AT2G11370
265533_at	AT2G11360	AT2G11360
265534_at	AT2G11390	AT2G11390
265535_at	AT2G15900	AT2G15900
265536_at	AT2G15880	AT2G15880
265537_at	AT2G15870	AT2G15870
265538_at	AT2G15860	AT2G15860
265539_at	AT2G15830	AT2G15830
265540_at	AT2G15810	AT2G15810
265541_at	AT2G15800	SQN
265542_at	AT2G28290	SYD
265543_at	AT2G28270	AT2G28270
265544_at	AT2G28260	ATCNGC15
265545_at	AT2G28250	NCRK
265546_at	AT2G28240	AT2G28240
265547_at	AT2G28305	LOG1
265548_s_at	AT2G07620	AT2G07620
265549_at	AT2G07520	AT2G07520
265550_at	AT2G07510	AT2G07510
265551_at	AT2G07630	AT2G07630
265552_at	AT2G07560	AHA6
265553_at	AT2G07550	AT2G07550
265554_at	AT2G07505	AT2G07505
265555_at	AT2G07500	AT2G07500
265556_at	AT2G07490	AT2G07490
265557_at	AT2G05640	AT2G05640
265558_at	AT2G05550	AT2G05550
265559_at	AT2G05530	AT2G05530
265560_at	AT2G05520	GRP-3
265561_s_at	AT2G05510	AT2G05510
265562_at	AT2G05500	AT2G05500
265563_s_at	AT2G05470	AT2G05470
265564_s_at	AT2G05460	AT2G05460
265565_at	AT2G05610	AT2G05610
265566_at	AT2G05600	AT2G05600
265567_at	AT2G05580	AT2G05580
265568_s_at	AT2G05560	AT2G05560
265569_at	AT2G05620	PGR5
265570_at	AT2G28310	AT2G28310
265571_s_at	AT2G28230	AT2G28230
265572_at	AT2G28210	ATACA2
265573_at	AT2G28200	AT2G28200
265574_at	AT2G14330	AT2G14330
265575_at	AT2G14260	PIP
265576_at	AT2G20190	CLASP
265577_at	AT2G20100	AT2G20100
265578_at	AT2G20090	AT2G20100
265579_at	AT2G20070	AT2G20070
265580_at	AT2G20050	AT2G20050
265581_at	AT2G20040	AT2G20050
265582_at	AT2G20030	AT2G20030
265583_at	AT2G20010	AT2G20010
265584_at	AT2G20180	PIL5
265585_at	AT2G20000	HBT
265586_at	AT2G19990	PR-1-LIKE
265587_at	AT2G19980	AT2G19980
265588_at	AT2G19970	AT2G19970
265589_at	AT2G20170	AT2G20170
265590_at	AT2G20160	MEO
265591_at	AT2G20150	AT2G20150
265592_at	AT2G20110	AT2G20110
265593_s_at	AT2G20130	LCV1
265594_at	AT2G20060	AT2G20060
265595_at	AT2G20140	AT2G20140
265596_at	AT2G20020	CAF1
265597_at	AT2G20145	AT2G20142
265598_at	AT2G14270	AT2G14270
265599_at	AT2G14250	AT2G14255
265600_at	AT2G14230	AT2G14230
265601_at	AT2G14390	AT2G14390
265602_at	AT2G14380	AT2G14380
265603_at	AT2G14360	AT2G14360
265604_s_at	AT2G14350	AT2G14350
265605_at	AT2G25540	CESA10
265606_s_at	AT2G25550	AT3G09510
265607_at	AT2G25370	AT2G25370
265608_at	AT2G25380	AT2G25380
265609_at	AT2G25420	AT2G25420
265610_at	AT2G25430	AT2G25430
265611_at	AT2G25510	AT2G25510
265612_at	AT2G25390	AT2G25409
265613_at	AT2G25560	AT2G25560
265614_at	AT2G25355	AT2G25355
265615_at	AT2G25450	AT2G25450
265616_at	AT2G25500	AT2G25500
265617_at	AT2G25520	AT2G25520
265618_at	AT2G25460	AT2G25460
265619_at	AT2G27320	AT2G27320
265620_at	AT2G27310	AT2G27310
265621_at	AT2G27300	NTL8
265622_at	AT2G27280	AT2G27280
265623_at	AT2G27270	AT2G27270
265624_at	AT2G27250	CLV3
265625_at	AT2G27240	AT2G27240
265626_at	AT2G27260	AT2G27260
265627_at	AT2G27285	AT2G27285
265628_at	AT2G27290	AT2G27290
265629_at	AT2G27230	LHW
265630_at	AT2G27350	AT2G27350
265631_at	AT2G14300	AT2G14300
265632_at	AT2G14290	AT2G14290
265633_at	AT2G25490	EBF1
265634_at	AT2G25530	AT2G25530
265635_at	AT2G25360	AT2G25360
265636_at	AT2G27480	AT2G27480
265637_at	AT2G27490	ATCOAE
265638_at	AT2G27340	AT2G27340
265639_at	AT2G27375	AT2G27375
265640_at	AT2G27395	AT2G27390
265641_at	AT2G27330	AT2G27330
265642_at	AT2G27450	NLP1
265643_at	AT2G27390	AT2G27390
265644_at	AT2G27380	ATEPR1
265645_at	AT2G27370	AT2G27370
265646_at	AT2G27360	AT2G27360
265647_at	AT2G27410	AT2G27410
265648_at	AT2G27500	AT2G27500
265649_at	AT2G27510	ATFD3
265650_at	AT2G27460	AT2G27460
265651_at	AT2G13900	AT2G13900
265652_x_at	AT2G13890	AT2G13890
265653_at	AT2G13880	AT2G13880
265654_s_at	AT2G13870	AT2G13870
265655_at	AT2G13920	AT2G13920
265656_at	AT2G13820	AT2G13820
265657_at	AT2G13840	AT2G13840
265658_at	AT2G13810	ALD1
265659_at	AT2G25440	AtRLP20
265660_at	AT2G25470	AtRLP21
265661_at	AT2G24360	AT2G24360
265662_at	AT2G24500	FZF
265663_at	AT2G24290	AT2G24290
265664_at	AT2G24420	AT2G24420
265665_at	AT2G27420	AT2G27420
265666_at	AT2G27440	AT2G27440
265667_at	AT2G27470	NF-YB11
265668_at	AT2G32020	AT2G32020
265669_at	AT2G32040	AT2G32040
265670_s_at	AT2G32210	AT2G32210
265671_at	AT2G32060	AT2G32060
265672_at	AT2G31980	CYS2
265673_at	AT2G32090	AT2G32090
265674_at	AT2G32190	AT2G32190
265675_at	AT2G32120	HSP70T-2
265676_at	AT2G32070	AT2G32070
265677_at	AT2G32080	PUR_ALPHA-1
265678_at	AT2G31970	RAD50
265679_at	AT2G32240	AT2G32240
265680_at	AT2G32150	AT2G32150
265681_at	AT2G24370	AT2G24370
265682_at	AT2G24390	AT2G24390
265683_at	AT2G24400	AT2G24400
265684_at	AT2G24410	AT2G24410
265685_at	AT2G24430	ANAC038
265686_at	AT2G24460	AT2G24460
265687_s_at	AT2G24470	AT2G24470
265688_at	AT2G24300	AT2G24300
265689_at	AT2G24310	AT2G24310
265690_at	AT2G24320	AT2G24320
265691_at	AT2G24330	AT2G24330
265692_at	AT2G24340	AT2G24340
265693_at	AT2G24350	AT2G24350
265694_at	AT2G24440	AT2G24440
265695_at	AT2G24490	RPA2
265696_at	AT2G31955	CNX2
265697_at	AT2G32170	AT2G32170
265698_at	AT2G32160	AT2G32160
265699_at	AT2G03550	AT2G03550
265700_at	AT2G03470	AT2G03470
265701_at	AT2G03460	AT2G03460
265702_at	AT2G03450	PAP9
265703_at	AT2G03430	AT2G03430
265704_at	AT2G03420	AT2G03420
265705_at	AT2G03410	AT2G03410
265706_at	AT2G03400	AT2G03390
265707_at	AT2G03390	AT2G03390
265708_at	AT2G03380	AT2G03380
265709_at	AT2G03540	AT2G03540
265710_at	AT2G03370	AT2G03370
265711_at	AT2G03360	AT2G03360
265712_s_at	AT2G03330	AT2G03330
265713_at	AT2G03530	UPS2
265714_at	AT2G03520	ATUPS4
265715_s_at	AT2G03480	AT2G03480
265716_at	AT2G03350	AT2G03350
265717_at	AT2G03510	AT2G03510
265718_at	AT2G03340	WRKY3
265719_at	AT2G03500	AT2G03500
265720_at	AT2G40110	AT2G40110
265721_at	AT2G40090	ATATH9
265722_at	AT2G40100	LHCB4.3
265723_at	AT2G32140	AT2G32140
265724_at	AT2G32100	OFP16
265725_at	AT2G32030	AT2G32030
265726_at	AT2G32010	CVL1
265727_at	AT2G32000	AT2G32000
265728_at	AT2G31990	AT2G31990
265729_at	AT2G31960	ATGSL03
265730_at	AT2G32220	AT2G32220
265731_at	AT2G01130	AT2G01130
265732_at	AT2G01300	AT2G01300
265733_at	AT2G01190	AT2G01190
265734_at	AT2G01260	AT2G01260
265735_at	AT2G01140	AT2G01140
265736_at	AT2G01250	AT2G01250
265737_at	AT2G01180	ATPAP1
265738_at	AT2G01350	QPT
265739_at	AT2G01270	AtQSOX2
265740_at	AT2G01150	RHA2B
265741_at	AT2G01320	AT2G01320
265742_at	AT2G01290	RPI2
265743_s_at	AT2G06730	AT2G06730
265744_at	AT2G06660	AT2G06660
265745_at	AT2G06640	AT2G06640
265746_at	AT2G06630	AT2G06630
265747_s_at	AT2G06645	AT2G06645
265748_at	AT2G10620	AT2G10620
265749_at	AT2G10610	AT2G10610
265750_x_at	AT2G10740	AT2G10740
265751_at	AT2G10690	AT2G10690
265752_at	AT2G10660	AT2G10660
265753_at	AT2G10650	AT2G10650
265754_x_at	AT2G10640	AT2G10640
265755_at	AT2G10630	AT2G10630
265756_at	AT2G13150	AT2G13150
265757_x_at	AT2G13160	AT2G13160
265758_at	AT2G13070	AT2G13070
265759_at	AT2G13100	AT2G13100
265760_at	AT2G01230	AT2G01220
265761_at	AT2G01330	AT2G01330
265762_at	AT2G01240	AT2G01240
265763_at	AT2G48040	AT2G48060
265764_at	AT2G48050	AT2G48060
265765_at	AT2G48060	AT2G48060
265766_at	AT2G48080	AT2G48080
265767_at	AT2G48110	REF4
265768_at	AT2G48020	AT2G48020
265769_at	AT2G48090	AT2G48090
265770_at	AT2G48100	AT2G48100
265771_at	AT2G48030	AT2G48030
265772_at	AT2G48010	RKF3
265773_at	AT2G48070	RPH1
265774_at	AT2G07240	AT2G07240
265775_at	AT2G07330	AT2G07330
265776_at	AT2G07340	PFD1
265777_at	AT2G07350	PFD1
265778_at	AT2G07360	AT2G07360
265779_at	AT2G07370	AT2G07360
265780_at	AT2G07380	AT2G07380
265781_at	AT2G07430	AT2G07430
265782_at	AT2G07440	AT2G07440
265783_at	AT2G07450	AT2G07450
265784_at	AT2G07280	AT2G07280
265785_at	AT2G07290	AT2G07290
265786_at	AT2G07300	AT2G07300
265787_at	AT2G07320	AT2G07320
265788_at	AT2G01200	IAA32
265789_at	AT2G01210	AT2G01210
265790_at	AT2G01170	BAT1
265791_at	AT2G01280	MEE65
265792_at	AT2G01380	AT2G01390
265793_at	AT2G01220	AT2G01220
265794_at	AT2G01310	AT2G01310
265795_at	AT2G35780	scpl26
265796_at	AT2G35730	AT2G35730
265797_at	AT2G35715	AT2G35710
265798_at	AT2G35790	AT2G35790
265799_at	AT2G35680	AT2G35680
265800_at	AT2G35630	MOR1
265801_at	AT2G35670	FIS2
265802_at	AT2G35733	AT2G35733
265803_at	AT2G18115	AT2G18115
265804_at	AT2G18030	AT2G18030
265805_s_at	AT2G18020	EMB2296
265806_at	AT2G18010	AT2G18010
265807_at	AT2G17990	AT2G17990
