PROBE	ID
259098_at	AT3G04790
257207_at	AT3G14900
258232_at	AT3G27750
251120_at	AT3G63490
255447_at	AT4G02790
254483_at	AT4G20740
250300_at	AT5G11890
245852_at	AT5G13510
250190_at	AT5G14320
248498_at	AT5G50390
248465_at	AT5G51200
247862_at	AT5G58250
247235_at	AT5G64580
267308_at	AT2G30200
249404_at	AT5G40160
266742_at	AT2G03050
263593_at	AT2G01860
246818_at	AT5G27270
263926_at	AT2G21800
250374_at	AT5G11530
248437_at	AT5G51230
248438_at	AT5G51230
256271_at	AT3G12140
250643_at	AT5G06780
250274_at	AT5G13020
267387_at	AT2G44440
250422_at	AT5G10840
250616_at	AT5G07280
260438_at	AT1G68290
254391_at	AT4G21590
254392_at	AT4G21600
250775_at	AT5G05460
256429_at	AT3G11040
250073_at	AT5G17170
260392_at	AT1G74030
266266_at	AT2G29560
248236_at	AT5G53870
247888_at	AT5G57920
266563_at	AT2G23990
253634_at	AT4G30590
246920_at	AT5G25090
264377_at	AT2G25060
253480_at	AT4G31840
259268_at	AT3G01070
250110_at	AT5G15350
261745_at	AT1G08500
254789_at	AT4G12880
253875_at	AT4G27520
255896_at	AT1G17800
260757_at	AT1G48940
261396_at	AT1G79800
261975_at	AT1G64640
257093_at	AT3G20570
253493_at	AT4G31820
264316_at	AT1G70330
265064_at	AT1G61630
255492_at	AT4G02680
247832_at	AT5G58550
251895_at	AT3G54420
251764_at	AT3G55830
257396_at	AT2G20875
262543_at	AT1G34245
265644_at	AT2G27380
261663_at	AT1G18330
247038_at	AT5G67160
250406_at	AT5G10810
267376_at	AT2G26330
249405_at	AT5G40280
246427_at	AT5G17400
259304_at	AT3G05210
248487_at	AT5G51070
259516_at	AT1G20450
261749_at	AT1G76180
267104_at	AT2G41430
260897_at	AT1G29330
259631_at	AT1G56410
257104_at	AT3G25040
254563_at	AT4G19120
256310_at	AT1G30360
257315_at	AT3G30775
264624_at	AT1G08930
264787_at	AT2G17840
264436_at	AT1G10370
256458_at	AT1G75220
257927_at	AT3G23240
245252_at	AT4G17500
247543_at	AT5G61600
261470_at	AT1G28370
248749_at	AT5G47880
261496_at	AT1G28360
266821_at	AT2G44840
264083_at	AT2G31230
248794_at	AT5G47220
261874_at	AT1G50640
265842_at	AT2G35700
257053_at	AT3G15210
248799_at	AT5G47230
265418_at	AT2G20880
245250_at	AT4G17490
257675_at	AT3G20310
245173_at	AT2G47520
260451_at	AT1G72360
261315_at	AT1G53170
249087_at	AT5G44210
264523_at	AT1G10030
260289_at	AT1G80350
247471_at	AT5G62230
250642_at	AT5G07180
258829_at	AT3G07100
259852_at	AT1G72280
266186_at	AT2G38960
247319_at	AT5G64050
245098_at	AT2G40940
263653_at	AT1G04310
259817_at	AT1G49880
263437_at	AT2G28670
262805_at	AT1G20900
245521_at	AT4G15880
257917_at	AT3G23220
266661_at	AT2G25820
246932_at	AT5G25190
264652_at	AT1G08920
257008_at	AT3G14210
263174_at	AT1G54040
254288_at	AT4G22970
260071_at	AT1G73840
260695_at	AT1G32490
251115_at	AT5G01400
247974_at	AT5G56780
257490_x_at	AT1G01380
267495_at	AT2G30420
256209_at	AT1G50940
249158_at	AT5G43430
260536_at	AT2G43400
255874_at	AT2G40550
266122_at	AT2G02090
246298_at	AT3G51770
256920_at	AT3G18980
256943_at	AT3G18910
260133_at	AT1G66340
257922_at	AT3G23150
267452_at	AT2G33860
266170_at	AT2G39050
253310_at	AT4G33630
264437_at	AT1G27510
263598_at	AT2G01850
247280_at	AT5G64260
248419_at	AT5G51550
245885_at	AT5G09440
262674_at	AT1G75910
263421_at	AT2G17230
258605_at	AT3G02970
262675_at	AT1G75930
266549_at	AT2G35150
252563_at	AT3G45970
252997_at	AT4G38400
252557_at	AT3G45960
245463_at	AT4G17030
255064_at	AT4G08950
250950_at	AT5G03540
248355_at	AT5G52340
248356_at	AT5G52350
247811_at	AT5G58430
256050_at	AT1G07000
245979_at	AT5G13150
250204_at	AT5G13990
260423_at	AT1G72470
263145_at	AT1G54090
257010_at	AT3G14090
256735_at	AT3G29400
247554_at	AT5G61010
248497_at	AT5G50380
253531_at	AT4G31540
256176_at	AT1G51640
251832_at	AT3G55150
266975_at	AT2G39380
258753_at	AT3G09530
258752_at	AT3G09520
263440_at	AT2G28640
247693_at	AT5G59730
263439_at	AT2G28650
248574_at	AT5G49830
267158_at	AT2G37640
256299_at	AT1G69530
261266_at	AT1G26770
261226_at	AT1G20190
258388_at	AT3G15370
258877_at	AT3G03220
247991_at	AT5G56320
266770_at	AT2G03090
251791_at	AT3G55500
255591_at	AT4G01630
261099_at	AT1G62980
250780_at	AT5G05290
253008_at	AT4G38210
249500_at	AT5G39260
249503_at	AT5G39310
267590_at	AT2G39700
258003_at	AT3G29030
266790_at	AT2G28950
259525_at	AT1G12560
255822_at	AT2G40610
250992_at	AT5G02260
265443_at	AT2G20750
264640_at	AT1G65680
253815_at	AT4G28250
251397_at	AT3G60570
250683_x_at	AT5G06640
248636_at	AT5G49080
254772_at	AT4G13390
246652_at	AT5G35190
259553_x_at	AT1G21310
264960_at	AT1G76930
263552_x_at	AT2G24980
253953_at	AT4G26750
266547_at	AT2G35320
248458_at	AT5G51430
256036_at	AT1G07110
252123_at	AT3G51240
249885_at	AT5G22940
247262_at	AT5G64440
262176_at	AT1G74960
253371_at	AT4G33240
258361_at	AT3G14270
262308_at	AT1G71010
262540_at	AT1G34260
267095_at	AT2G38280
259449_at	AT1G13800
247359_at	AT5G63560
256277_at	AT3G12120
266865_at	AT2G29980
258250_at	AT3G15850
253547_at	AT4G30950
253943_at	AT4G27030
255448_at	AT4G02810
264363_at	AT1G03170
249920_at	AT5G19260
258560_at	AT3G06020
267318_at	AT2G34770
253088_at	AT4G36220
254448_at	AT4G20870
262036_at	AT1G35530
258299_at	AT3G23410
251151_at	AT3G63170
260982_at	AT1G53520
249895_at	AT5G22500
245256_at	AT4G15090
252638_at	AT3G44540
252639_at	AT3G44550
246342_at	AT3G56700
249935_at	AT5G22420
252640_at	AT3G44560
264630_at	AT1G65470
247250_at	AT5G64630
256511_at	AT1G33390
249998_at	AT5G18580
257814_at	AT3G25110
261722_at	AT1G08510
263761_at	AT2G21330
252929_at	AT4G38970
250917_at	AT5G03690
253971_at	AT4G26530
263921_at	AT2G36460
253966_at	AT4G26520
252022_at	AT3G52930
245653_at	AT4G13985
245748_at	AT1G51140
267628_at	AT2G42280
251850_at	AT3G54650
260837_at	AT1G43670
262500_at	AT1G21760
261270_at	AT1G26630
264758_at	AT1G61340
254424_at	AT4G21510
253110_at	AT4G35930
255066_at	AT4G08980
246160_at	AT5G21040
246870_at	AT5G26030
251963_at	AT3G53570
267471_at	AT2G30390
254131_at	AT4G24740
245489_at	AT4G16280
247300_at	AT5G63910
253108_at	AT4G35900
260481_at	AT1G10960
265649_at	AT2G27510
245347_at	AT4G14890
256468_at	AT1G32550
246595_at	AT5G14780
256282_at	AT3G12550
259448_at	AT1G13790
261891_at	AT1G80790
259727_at	AT1G60950
256482_at	AT1G31420
265844_at	AT2G35620
252066_at	AT3G51550
251109_at	AT5G01600
256416_at	AT3G11050
251735_at	AT3G56090
263831_at	AT2G40300
259037_at	AT3G09350
251919_at	AT3G53800
251022_at	AT5G02150
253889_at	AT4G27760
263683_at	AT1G26870
255420_at	AT4G03240
250596_at	AT5G07780
245538_at	AT4G15200
245537_at	AT4G15190
264867_at	AT1G24150
248176_at	AT5G54650
246995_at	AT5G67470
264717_at	AT1G70140
247860_at	AT5G58240
251026_at	AT5G02200
261351_at	AT1G79790
256820_at	AT3G22170
248362_at	AT5G52470
254080_at	AT4G25630
258295_at	AT3G23400
257987_at	AT3G20740
253956_at	AT4G26700
249720_at	AT5G35700
264013_at	AT2G21070
245667_at	AT1G28200
266034_at	AT2G06005
247841_at	AT5G58040
245430_at	AT4G17060
248117_at	AT5G55000
251887_at	AT3G54170
245178_at	AT5G12390
265801_at	AT2G35670
251995_at	AT3G52940
247281_at	AT5G64350
248962_at	AT5G45680
257820_at	AT3G25220
248664_at	AT5G48580
254076_at	AT4G25340
251162_at	AT3G63300
261043_at	AT1G01220
248074_at	AT5G55730
251394_at	AT3G60900
250933_at	AT5G03170
247638_at	AT5G60490
249037_at	AT5G44130
257691_at	AT3G12660
256673_at	AT3G52370
263942_at	AT2G35860
259072_at	AT3G11700
254785_at	AT4G12730
249323_at	AT5G40940
250652_at	AT5G06920
257392_at	AT2G24450
263376_at	AT2G20520
263628_at	AT2G04780
251395_at	AT2G45470
265066_at	AT1G03870
250476_at	AT5G10140
258944_at	AT3G10390
253334_at	AT4G33360
258790_at	AT3G04610
251935_at	AT3G54090
260343_at	AT1G69200
261491_at	AT1G14350
250533_at	AT5G08640
247358_at	AT5G63580
248895_at	AT5G46330
247354_at	AT5G63590
247333_at	AT5G63600
257003_at	AT3G14110
257247_at	AT3G24140
254417_at	AT4G21470
261023_at	AT1G12200
261913_at	AT1G65860
265122_at	AT1G62540
265121_at	AT1G62560
265119_at	AT1G62570
260993_at	AT1G12140
256012_at	AT1G19250
247131_at	AT5G66190
261218_at	AT1G20020
258782_at	AT3G11750
247409_at	AT5G62980
247801_at	AT5G58560
247092_at	AT5G66380
247331_at	AT5G63530
252956_at	AT4G38580
246967_at	AT5G24860
248718_at	AT5G47770
245301_at	AT4G17190
248162_at	AT5G54500
248773_at	AT5G47820
264683_at	AT1G65580
266156_at	AT2G28110
258646_at	AT3G08040
255634_at	AT4G00650
267436_at	AT2G19190
250113_at	AT5G16320
246264_at	AT1G31814
247011_at	AT5G67590
264751_at	AT1G23020
248540_at	AT5G50160
254523_at	AT4G19990
245954_at	AT5G28530
264408_at	AT1G10240
249953_at	AT5G18960
266360_at	AT2G32250
266318_at	AT2G27110
261781_at	AT1G76320
253030_at	AT4G38180
262150_at	AT1G52520
256404_at	AT3G06250
262070_at	AT1G80010
253029_at	AT4G38170
266162_at	AT2G28160
256150_at	AT1G55120
254098_at	AT4G25100
248493_at	AT5G51100
249826_at	AT5G23310
264638_at	AT1G65480
266721_at	AT2G03220
251464_at	AT3G59380
250650_at	AT5G06850
260869_at	AT1G43800
249834_at	AT5G23440
246007_at	AT5G08410
262473_at	AT1G50250
261064_at	AT1G07510
248303_at	AT5G53170
262937_at	AT1G79560
266777_at	AT2G29080
266842_at	AT2G26140
250162_at	AT5G15250
252449_at	AT3G47060
262626_at	AT1G06430
247766_at	AT5G58870
254181_at	AT4G23940
248105_at	AT5G55280
263906_at	AT2G36250
252001_at	AT3G52750
262467_at	AT1G50240
262474_at	AT1G50240
266157_at	AT2G28100
253286_at	AT4G34260
262483_at	AT1G17220
266310_at	AT2G26990
258258_at	AT3G26790
264150_at	AT1G02090
251311_at	AT3G61140
256954_at	AT3G13550
257031_at	AT3G19280
261612_at	AT1G49710
260169_at	AT1G71990
266722_at	AT2G03210
260210_at	AT1G74420
263565_at	AT2G15390
262666_at	AT1G14080
262665_at	AT1G14070
262651_at	AT1G14100
262652_at	AT1G14110
245239_at	AT4G25530
245215_at	AT1G67830
245848_at	AT5G13480
256232_at	AT3G12570
262476_at	AT1G50370
256629_at	AT3G19980
265662_at	AT2G24500
263163_at	AT1G03160
254284_at	AT4G22910
250228_at	AT5G13840
246309_at	AT3G51790
250808_at	AT5G05150
248124_at	AT5G54730
245415_at	AT4G17330
252414_at	AT3G47420
254107_at	AT4G25220
263213_at	AT1G30560
245427_at	AT4G17550
265759_at	AT2G13100
246308_at	AT3G51820
249694_at	AT5G35790
245977_at	AT5G13110
264859_at	AT1G24280
264513_at	AT1G09420
257144_at	AT3G27300
249372_at	AT5G40760
255461_at	AT4G02780
262891_at	AT1G79460
254065_at	AT4G25420
248371_at	AT5G51810
250611_at	AT5G07200
259714_at	AT1G60980
259453_at	AT1G44090
260023_at	AT1G30040
259614_at	AT1G47990
259445_at	AT1G02400
256211_at	AT1G50960
254459_at	AT4G21200
246864_at	AT5G25900
261768_at	AT1G15550
260300_at	AT1G80340
254397_at	AT4G21690
260299_at	AT1G80330
250090_at	AT5G17330
261970_at	AT1G65960
253631_at	AT4G30440
261624_at	AT1G02000
255696_at	AT4G00110
245133_at	AT2G45310
254812_at	AT4G12250
256865_at	AT3G23820
247676_at	AT5G59980
262850_at	AT1G14920
258766_at	AT3G10700
258517_at	AT3G06580
255818_at	AT2G33570
249011_at	AT5G44670
254508_at	AT4G20170
261148_at	AT1G19580
260508_at	AT1G47260
247076_at	AT5G66510
247330_at	AT5G63510
252326_at	AT3G48680
264188_at	AT1G54690
263867_at	AT2G36830
253358_at	AT4G32940
253960_at	AT4G26420
248011_at	AT5G56300
257807_at	AT3G26650
261197_at	AT1G12900
259625_at	AT1G42970
258588_s_at	AT3G04120
259361_at	AT1G13440
248955_at	AT5G45600
262947_at	AT1G75750
255049_at	AT4G09610
255048_at	AT4G09600
250109_at	AT5G15230
258618_at	AT3G02885
260221_at	AT1G74670
260743_at	AT1G15040
256916_at	AT3G24050
246913_at	AT5G25830
258529_at	AT3G06740
257571_at	AT3G16870
246274_at	AT4G36620
266125_at	AT2G45050
265378_at	AT2G18380
246798_at	AT5G26930
245428_at	AT4G17570
253249_at	AT4G34680
251373_at	AT3G60530
247086_at	AT5G66320
253406_at	AT4G32890
261307_at	AT1G48520
256633_at	AT3G28340
252179_at	AT3G50760
259358_at	AT1G13250
256392_at	AT3G06260
260928_at	AT1G02720
255506_at	AT4G02130
251225_at	AT3G62660
251308_at	AT3G61130
265391_at	AT2G20810
255780_at	AT1G18580
248121_at	AT5G54690
259321_at	AT3G01040
246555_at	AT5G15470
251544_at	AT3G58790
265477_at	AT2G46480
253037_at	AT4G38270
248721_at	AT5G47780
260832_at	AT1G06780
266422_at	AT2G38650
256327_at	AT3G02350
248346_at	AT5G52210
253114_at	AT4G35860
246211_at	AT4G36730
255625_at	AT4G01120
266555_at	AT2G46270
265040_at	AT1G03970
261191_at	AT1G32900
266683_at	AT2G19950
250765_at	AT5G05930
256123_at	AT1G18190
266595_at	AT2G46180
260162_at	AT1G79830
257971_at	AT3G27530
247272_at	AT5G64300
247175_at	AT5G65280
265425_at	AT2G20770
251520_at	AT3G59410
245142_at	AT2G45270
251907_at	AT3G53760
262234_at	AT1G48270
264228_at	AT1G67490
251318_at	AT3G61570
256215_at	AT1G50900
266636_at	AT2G35370
250032_at	AT5G18170
250580_at	AT5G07440
259346_at	AT3G03910
250514_at	AT5G09550
267236_at	AT2G44100
251449_at	AT3G59920
249337_at	AT5G41080
259934_at	AT1G71340
260254_at	AT1G74210
250561_at	AT5G08030
253510_at	AT4G31730
254037_at	AT4G25760
263318_at	AT2G24762
249531_at	AT5G38770
263385_at	AT2G40170
264032_at	AT2G03800
264003_at	AT2G22475
260094_at	AT1G73250
259892_at	AT1G72610
255901_at	AT1G17890
246004_at	AT5G20630
248086_at	AT5G55490
248645_at	AT5G49150
248739_at	AT5G48030
256911_at	AT3G24090
251121_at	AT3G63420
263137_at	AT1G78660
264250_at	AT1G78680
264300_at	AT1G78670
253606_at	AT4G30530
253639_at	AT4G30550
246198_at	AT4G36810
267295_at	AT2G23800
266068_at	AT2G18640
262391_at	AT1G49530
252996_s_at	AT4G38460
252906_at	AT4G39640
262988_at	AT1G23310
252907_at	AT4G39650
260402_at	AT1G69820
253708_at	AT4G29210
266611_at	AT2G14960
259596_at	AT1G28130
245076_at	AT2G23170
266465_at	AT2G47750
248573_at	AT5G49720
254146_at	AT4G24260
252710_at	AT3G43860
260181_at	AT1G70710
267398_at	AT2G44560
266877_at	AT2G44570
255517_at	AT4G02290
252919_at	AT4G38990
252920_at	AT4G39000
252930_at	AT4G39010
255756_at	AT1G19940
264896_at	AT1G23210
262980_at	AT1G75680
267595_at	AT2G32990
260758_at	AT1G48930
259736_at	AT1G64390
254962_at	AT4G11050
254436_at	AT4G20940
256753_at	AT3G27160
264211_at	AT1G22770
259302_at	AT3G05120
251200_at	AT3G63010
246782_at	AT5G27320
261582_at	AT1G01160
255628_at	AT4G00850
266546_at	AT2G35270
247741_at	AT5G58960
250289_at	AT5G13190
254777_at	AT4G12960
255035_at	AT4G09550
257189_at	AT3G13222
260078_at	AT1G73790
251586_at	AT3G58070
250684_at	AT5G06650
267537_at	AT2G41880
260166_at	AT1G79840
249304_at	AT5G41480
255558_at	AT4G01900
253393_at	AT4G32690
264160_at	AT1G65450
259162_at	AT3G01640
265103_at	AT1G31070
267432_at	AT2G35020
252376_at	AT3G47930
253387_at	AT4G33010
266892_at	AT2G26080
262794_at	AT1G13120
249333_at	AT5G40990
263146_at	AT1G53940
263198_at	AT1G53990
258364_at	AT3G14225
262254_at	AT1G53920
259742_at	AT1G71120
246526_at	AT5G15720
249035_at	AT5G44190
258160_at	AT3G17820
250100_at	AT5G16570
261305_at	AT1G48470
264993_at	AT1G67290
251297_at	AT3G62020
259481_at	AT1G18970
264506_at	AT1G09560
249495_at	AT5G39100
263211_at	AT1G10460
258748_at	AT3G05930
245567_at	AT4G14630
258566_at	AT3G04110
248701_at	AT5G48410
259065_at	AT3G07520
264853_at	AT2G17260
246807_at	AT5G27100
253509_at	AT4G31710
250415_at	AT5G11210
250414_at	AT5G11180
266782_at	AT2G29120
266780_at	AT2G29110
266779_at	AT2G29100
256541_at	AT1G42540
264587_at	AT1G05200
266337_at	AT2G32390
252106_at	AT3G51480
266338_at	AT2G32400
248267_at	AT5G53460
255816_at	AT2G33470
260926_at	AT1G21360
258038_at	AT3G21260
245701_at	AT5G04140
266365_at	AT2G41220
253166_at	AT4G35290
264372_at	AT1G11840
260552_at	AT2G43430
260954_at	AT1G06130
263243_at	AT2G31350
266058_at	AT2G40690
258775_at	AT3G10850
260986_at	AT1G53580
262603_at	AT1G15380
262047_at	AT1G80160
265255_at	AT2G28420
257911_at	AT3G25530
260685_at	AT1G17650
247094_at	AT5G66280
246051_at	AT5G28840
249784_at	AT5G24280
246567_at	AT5G14950
262614_at	AT1G13980
246518_at	AT5G15770
247980_at	AT5G56860
249452_at	AT5G39500
245958_at	AT5G19610
263320_at	AT2G47180
245627_at	AT1G56600
264511_at	AT1G09350
264940_at	AT1G60470
249804_at	AT5G23790
254000_at	AT4G26250
264245_at	AT1G60450
263722_at	AT2G13650
261074_at	AT1G07290
261753_at	AT1G76340
246143_at	AT5G19980
260850_at	AT1G21870
249619_at	AT5G37500
259498_at	AT1G15880
245146_at	AT2G45200
254630_at	AT4G18360
267375_at	AT2G26300
262630_at	AT1G06520
259418_at	AT1G02390
255549_at	AT4G01950
259430_at	AT1G01610
259282_at	AT3G11430
267144_at	AT2G38110
255692_at	AT4G00400
255662_at	AT4G00400
247587_at	AT5G60620
260145_at	AT1G52920
245112_at	AT2G41540
249366_at	AT5G40610
257295_at	AT3G17420
254039_at	AT4G25840
263715_at	AT2G20570
266958_at	AT2G34630
267103_at	AT2G41490
248144_at	AT5G54800
264400_at	AT1G61800
264383_at	AT2G25080
263426_at	AT2G31570
260545_at	AT2G43350
262350_at	AT2G48150
251205_at	AT3G63080
254890_at	AT4G11600
253496_at	AT4G31870
261530_at	AT1G63460
251860_at	AT3G54660
257252_at	AT3G24170
266797_at	AT2G22840
255966_at	AT1G22300
262412_at	AT1G34760
261015_at	AT1G26480
260052_at	AT1G78220
260775_at	AT1G78300
253065_at	AT4G37740
249514_at	AT5G38480
263914_at	AT2G36400
252015_at	AT3G52910
246489_at	AT5G16050
258204_at	AT3G13960
250439_at	AT5G10450
265531_at	AT2G06200
258489_at	AT3G02520
248213_at	AT5G53660
247188_at	AT5G65430
254203_at	AT4G24150
263494_at	AT2G42590
255417_at	AT4G03190
266541_at	AT2G35110
250635_at	AT5G07510
250638_at	AT5G07540
250637_at	AT5G07530
250636_at	AT5G07520
250610_at	AT5G07550
252957_at	AT4G38680
250639_at	AT5G07560
264452_at	AT1G10270
267545_at	AT2G32690
264026_at	AT2G21060
265560_at	AT2G05520
263046_at	AT2G05380
256890_at	AT3G23830
257679_at	AT3G20470
263548_at	AT2G21660
263608_at	AT2G16260
254684_at	AT4G13850
247575_at	AT5G61030
260245_at	AT1G74230
255777_at	AT1G18630
266858_at	AT2G26890
258273_at	AT3G15660
261443_at	AT1G28480
247418_at	AT5G63030
249380_at	AT5G40370
265067_at	AT1G03850
255279_at	AT4G04950
247908_at	AT5G57440
249710_at	AT5G35630
247392_at	AT5G63570
252318_at	AT3G48730
254270_at	AT4G23100
246785_at	AT5G27380
259396_at	AT1G06390
265729_at	AT2G31960
258122_at	AT3G14570
255378_at	AT4G03550
249635_at	AT5G36870
255281_at	AT4G04970
258826_at	AT3G07160
251499_at	AT3G59100
250272_at	AT5G13000
263891_at	AT2G36850
254476_at	AT4G20410
254506_at	AT4G20140
249013_at	AT5G44700
249581_at	AT5G37600
256524_at	AT1G66200
267154_at	AT2G30870
258851_at	AT3G03190
250083_at	AT5G17220
259813_at	AT1G49860
262120_at	AT1G02950
262103_at	AT1G02940
266461_at	AT2G47730
267153_at	AT2G30860
250983_at	AT5G02780
251820_at	AT3G55040
250967_at	AT5G02790
249291_at	AT5G41210
249317_at	AT5G41240
266290_at	AT2G29490
260225_at	AT1G74590
260405_at	AT1G69930
260406_at	AT1G69920
264986_at	AT1G27130
264988_at	AT1G27140
262074_at	AT1G59670
262916_at	AT1G59700
264435_at	AT1G10360
260746_at	AT1G78380
266269_at	AT2G29480
260745_at	AT1G78370
260796_at	AT1G78360
260803_at	AT1G78340
260805_at	AT1G78320
262518_at	AT1G17170
262517_at	AT1G17180
262516_at	AT1G17190
252712_at	AT3G43800
259964_at	AT1G53680
266270_at	AT2G29470
266267_at	AT2G29460
266299_at	AT2G29450
266271_at	AT2G29440
266296_at	AT2G29420
259040_at	AT3G09270
247435_at	AT5G62480
266181_at	AT2G02390
266236_at	AT2G02380
259412_at	AT1G13450
267542_at	AT2G32740
247470_at	AT5G62220
256332_at	AT1G76890
255622_at	AT4G01070
264155_at	AT1G65440
254988_at	AT4G10670
250424_at	AT5G10550
262361_at	AT1G73150
260787_at	AT1G06230
247147_at	AT5G65630
257146_at	AT3G27260
265218_at	AT1G05055
261594_at	AT1G33240
262875_at	AT1G64970
252377_at	AT3G47960
247440_at	AT5G62680
260698_at	AT1G32300
266712_at	AT2G46750
250375_at	AT5G11540
248020_at	AT5G56490
266711_at	AT2G46740
266713_at	AT2G46760
248018_at	AT5G56470
263242_at	AT2G31400
251519_at	AT3G59400
250243_at	AT5G13630
247570_at	AT5G61250
250604_at	AT5G07830
255860_at	AT5G34940
247496_at	AT5G61840
265330_at	AT2G18440
264493_at	AT1G27440
255005_at	AT4G09990
264559_at	AT1G09610
261999_at	AT1G33800
258966_at	AT3G10690
245719_at	AT5G04110
245718_at	AT5G04110
264651_at	AT1G08880
266939_at	AT2G18960
247439_at	AT5G62670
253609_at	AT4G30190
247902_at	AT5G57350
252395_at	AT3G47950
263791_at	AT2G24520
265552_at	AT2G07560
251405_at	AT3G60330
252820_at	AT3G42640
261943_at	AT1G80660
259922_at	AT1G72770
260712_at	AT1G17550
264101_at	AT1G79000
255762_at	AT1G16710
264997_at	AT1G67220
262090_at	AT1G55970
257854_at	AT3G12980
253779_at	AT4G28490
261701_at	AT1G32750
256946_at	AT3G19040
251849_at	AT3G54610
247972_at	AT5G56740
247723_at	AT5G59220
261077_at	AT1G07430
266274_at	AT2G29380
254743_at	AT4G13420
257897_at	AT3G18030
266131_at	AT2G45160
247238_at	AT5G64610
251376_at	AT3G60630
250494_at	AT5G09740
255698_at	AT4G00150
246230_at	AT4G36710
264914_at	AT1G60780
254883_at	AT4G11720
254456_at	AT4G21150
248006_at	AT5G56250
264550_at	AT1G09450
245362_at	AT4G17460
250694_at	AT5G06710
248801_at	AT5G47370
253038_at	AT4G37790
251374_at	AT3G60390
258011_at	AT3G19510
266824_at	AT2G22800
263096_at	AT2G16060
261494_at	AT1G28420
251272_at	AT3G61890
252829_at	AT4G40060
266346_at	AT2G01430
262311_at	AT1G70920
258920_at	AT3G10520
245276_at	AT4G16780
259274_at	AT3G01220
267271_at	AT2G02540
265983_at	AT2G18550
254132_at	AT4G24660
265209_at	AT2G36610
249422_at	AT5G39760
265333_at	AT2G18350
247182_at	AT5G65410
249189_at	AT5G42780
252129_at	AT3G50890
250108_at	AT5G15150
267453_at	AT2G33880
250160_at	AT5G15210
261502_at	AT1G14440
262843_at	AT1G14687
256452_at	AT1G75240
256622_at	AT3G28920
266814_at	AT2G44910
246279_at	AT4G36740
247191_at	AT5G65310
250915_at	AT5G03790
248208_at	AT5G53980
247052_at	AT5G66700
264006_at	AT2G22430
266327_at	AT2G46680
248843_at	AT5G46880
253402_at	AT4G32880
265342_at	AT2G18300
262536_at	AT1G17100
246110_at	AT5G20140
265585_at	AT2G20000
247397_at	AT5G62940
264597_at	AT1G04620
258987_at	AT3G08950
252864_at	AT4G39740
245612_at	AT4G14440
251885_at	AT3G54050
257168_at	AT3G24430
248338_at	AT5G52440
257932_at	AT3G17040
249691_at	AT5G36170
249875_at	AT5G23120
258696_at	AT3G09650
253537_at	AT4G31560
246226_at	AT4G37200
255764_at	AT1G16720
248401_at	AT5G52110
257236_at	AT3G15095
253197_at	AT4G35250
256243_at	AT3G12500
265887_at	AT2G25710
262032_at	AT1G37150
248639_at	AT5G48930
252982_at	AT4G38130
249901_at	AT5G22650
250912_at	AT5G03740
247558_at	AT5G61060
261720_at	AT1G08460
253337_at	AT4G33470
257729_at	AT3G18520
247559_at	AT5G61070
246881_at	AT5G26040
252625_at	AT3G44750
247371_at	AT5G63110
249706_at	AT5G35600
252649_at	AT3G44680
251310_at	AT3G61150
262405_at	AT1G34650
245726_at	AT1G73360
255907_at	AT1G17920
264582_at	AT1G05230
266386_at	AT2G32370
245378_at	AT4G17710
248370_at	AT5G52170
258872_at	AT3G03260
250089_at	AT5G17320
247303_at	AT5G63890
253235_at	AT4G34350
247637_at	AT5G60600
266253_at	AT2G27840
262867_at	AT1G64960
258423_at	AT3G16730
247023_at	AT5G67060
260973_at	AT1G53490
256020_at	AT1G58290
264660_at	AT1G09940
264085_at	AT2G31250
260370_at	AT1G69740
245245_at	AT1G44318
246033_at	AT5G08280
245042_at	AT2G26540
257219_at	AT3G14930
255826_at	AT2G40490
255402_at	AT4G03205
250221_at	AT5G14220
254449_at	AT4G20910
266501_at	AT2G06990
247276_at	AT5G64390
252512_at	AT3G46290
263218_at	AT1G30570
251782_at	AT3G55260
263199_at	AT1G05590
264684_at	AT1G65590
259417_at	AT1G02340
258109_at	AT3G23640
248193_at	AT5G54080
261516_at	AT1G71750
246097_at	AT5G20270
253590_at	AT4G30850
266001_at	AT2G24150
261660_at	AT1G18370
263701_at	AT1G31160
245337_at	AT4G16566
254275_at	AT4G22670
247444_at	AT5G62630
259753_at	AT1G71050
246429_at	AT5G17450
264729_at	AT1G22990
253172_at	AT4G35060
247128_at	AT5G66110
247403_at	AT5G62740
259272_at	AT3G01290
252637_at	AT3G44530
265817_at	AT2G18050
266226_at	AT2G28740
245287_at	AT4G14910
261880_at	AT1G50500
251707_at	AT3G56490
264790_at	AT2G17820
249693_at	AT5G35750
264448_at	AT1G27320
246016_at	AT5G10720
261851_at	AT1G50460
253069_at	AT4G37840
255812_at	AT4G10310
248155_at	AT5G54390
251479_at	AT3G59700
260683_at	AT1G17560
253054_at	AT4G37580
246276_at	AT4G37270
253657_at	AT4G30110
253658_at	AT4G30120
267488_at	AT2G19110
261551_at	AT1G63440
256590_at	AT3G28730
259983_at	AT1G76490
264856_at	AT2G17370
262840_at	AT1G14900
246311_at	AT3G51880
256091_at	AT1G20693
256092_at	AT1G20696
263074_at	AT2G17560
253159_at	AT4G35570
249836_at	AT5G23420
254845_at	AT4G11820
258075_at	AT3G25900
251175_at	AT3G63250
258322_at	AT3G22740
245027_at	AT2G26550
260396_at	AT1G69720
256018_at	AT1G58300
