PROBE	TID	ID	AGI	ENSEMBL	UNIGENE
248037_at	AT5G55930	AT5G55930	AT5G55930	AT5G55930	AT5G55930
248041_at	AT5G55940	AT5G55940	AT5G55940	AT5G55940	AT5G55940
248039_at	AT5G55950	AT5G55950	AT5G55950	AT5G55950	AT5G55950
248042_at	AT5G55960	AT5G55960	AT5G55960	AT5G55960	AT5G55960
248040_at	AT5G55970	AT5G55970	AT5G55970	AT5G55970	AT5G55970
248038_at	AT5G55980	AT5G55980	AT5G55980	AT5G55980	AT5G55980
248001_at	AT5G55990	AT5G55990	AT5G55990	AT5G55990	AT5G55990
248044_at	AT5G56020	AT5G56020	AT5G56020	AT5G56020	AT5G56020
248045_at	AT5G56030	AT5G56030	AT5G56030	AT5G56030	AT5G56030
248046_at	AT5G56040	AT5G56040	AT5G56040	AT5G56040	AT5G56040
248047_at	AT5G56070	AT5G56070	AT5G56070	AT5G56070	AT5G56070
248048_at	AT5G56080	AT5G56080	AT5G56080	AT5G56080	AT5G56080
248049_at	AT5G56090	AT5G56090	AT5G56090	AT5G56090	AT5G56090
248050_at	AT5G56100	AT5G56100	AT5G56100	AT5G56100	AT5G56100
248051_at	AT5G56110	AT5G56110	AT5G56110	AT5G56110	AT5G56110
247993_at	AT5G56130	AT5G56130	AT5G56130	AT5G56130	AT5G56130
247994_at	AT5G56140	AT5G56140	AT5G56140	AT5G56140	AT5G56140
247999_at	AT5G56150	AT5G56150	AT5G56150	AT5G56150	AT5G56150
247995_at	AT5G56160	AT5G56160	AT5G56160	AT5G56160	AT5G56160
247996_at	AT5G56170	AT5G56170	AT5G56170	AT5G56170	AT5G56170
247997_at	AT5G56180	AT5G56180	AT5G56180	AT5G56180	AT5G56180
248002_at	AT5G56185	AT5G56185	AT5G56180	AT5G56180	AT5G56180
248000_at	AT5G56190	AT5G56190	AT5G56190	AT5G56190	AT5G56190
247998_at	AT5G56200	AT5G56200	AT5G56200	AT5G56200	AT5G56200
248003_at	AT5G56220	AT5G56220	AT5G56220	AT5G56220	AT5G56220
248004_at	AT5G56230	AT5G56230	AT5G56230	AT5G56230	AT5G56230
248005_at	AT5G56240	AT5G56240	AT5G56240	AT5G56240	AT5G56240
248006_at	AT5G56250	AT5G56250	AT5G56250	AT5G56250	AT5G56250
248007_at	AT5G56260	AT5G56260	AT5G56260	AT5G56260	AT5G56260
248008_at	AT5G56270	AT5G56270	AT5G56270	AT5G56270	AT5G56270
248009_at	AT5G56280	AT5G56280	AT5G56280	AT5G56280	AT5G56280
248010_at	AT5G56290	AT5G56290	AT5G56290	AT5G56290	AT5G56290
248011_at	AT5G56300	AT5G56300	AT5G56300	AT5G56300	AT5G56300
248012_at	AT5G56310	AT5G56310	AT5G56310	AT5G56310	AT5G56310
247991_at	AT5G56320	AT5G56320	AT5G56320	AT5G56320	AT5G56320
248013_at	AT5G56330	AT5G56330	AT5G56330	AT5G56330	AT5G56330
248014_at	AT5G56340	AT5G56340	AT5G56340	AT5G56340	AT5G56340
247989_at	AT5G56350	AT5G56350	AT5G56350	AT5G56350	AT5G56350
247990_at	AT5G56360	AT5G56360	AT5G56360	AT5G56360	AT5G56360
248015_at	AT5G56370	AT5G56370	AT5G56370	AT5G56370	AT5G56370
248016_at	AT5G56380	AT5G56380	AT5G56380	AT5G56380	AT5G56380
248023_at	AT5G56450	AT5G56450	AT5G56450	AT5G56450	AT5G56450
248017_at	AT5G56460	AT5G56460	AT5G56460	AT5G56460	AT5G56460
248018_at	AT5G56470	AT5G56470	AT5G56470	AT5G56470	AT5G56470
248019_at	AT5G56480	AT5G56480	AT5G56480	AT5G56480	AT5G56480
248020_at	AT5G56490	AT5G56490	AT5G56490	AT5G56490	AT5G56490
248021_at	AT5G56500	AT5G56500	AT5G56500	AT5G56500	AT5G56500
248022_at	AT5G56510	AT5G56510	AT5G56510	AT5G56510	AT5G56510
247992_at	AT5G56520	AT5G56520	AT5G56520	AT5G56520	AT5G56520
247965_at	AT5G56540	AT5G56540	AT5G56540	AT5G56540	AT5G56540
247961_at	AT5G56570	AT5G56570	AT5G56570	AT5G56570	AT5G56570
247962_at	AT5G56580	AT5G56580	AT5G56580	AT5G56580	AT5G56580
247963_at	AT5G56590	AT5G56590	AT5G56590	AT5G56590	AT5G56590
247964_at	AT5G56600	AT5G56600	AT5G56600	AT5G56600	AT5G56600
247966_at	AT5G56610	AT5G56610	AT5G56610	AT5G56610	AT5G56610
247967_at	AT5G56620	AT5G56620	AT5G56620	AT5G56620	AT5G56620
247983_at	AT5G56630	AT5G56630	AT5G56630	AT5G56630	AT5G56630
247981_at	AT5G56640	AT5G56640	AT5G56640	AT5G56640	AT5G56640
247968_at	AT5G56670	AT5G56670	AT5G56670	AT5G56670	AT5G56670
247969_at	AT5G56700	AT5G56700	AT5G56700	AT5G56700	AT5G56700
247978_at	AT5G56710	AT5G56710	AT5G56710	AT5G56710	AT5G56710
247970_at	AT5G56720	AT5G56720	AT5G56720	AT5G56720	AT5G56720
247971_at	AT5G56730	AT5G56730	AT5G56730	AT5G56730	AT5G56730
247972_at	AT5G56740	AT5G56740	AT5G56740	AT5G56740	AT5G56740
247979_at	AT5G56750	AT5G56750	AT5G56750	AT5G56750	AT5G56750
247982_at	AT5G56760	AT5G56760	AT5G56760	AT5G56760	AT5G56760
247973_at	AT5G56770	AT5G56770	AT5G56770	AT5G56770	AT5G56770
247974_at	AT5G56780	AT5G56780	AT5G56780	AT5G56780	AT5G56780
247985_at	AT5G56790	AT5G56790	AT5G56790	AT5G56790	AT5G56790
247975_at	AT5G56800	AT5G56800	AT5G56800	AT5G56800	AT5G56800
247976_at	AT5G56830	AT5G56830			At5g56830
247977_at	AT5G56850	AT5G56850	AT5G56850	AT5G56850	AT5G56850
247980_at	AT5G56860	AT5G56860	AT5G56860	AT5G56860	AT5G56860
247954_at	AT5G56870	AT5G56870	AT5G56870	AT5G56870	AT5G56870
247986_at	AT5G56880	AT5G56880	AT5G56880	AT5G56880	AT5G56880
247987_at	AT5G56900	AT5G56900	AT5G56900	AT5G56900	AT5G56900
247988_at	AT5G56910	AT5G56910	AT5G56910	AT5G56910	AT5G56910
247932_at	AT5G56920	AT5G56920	AT5G56920	AT5G56920	AT5G56920
247935_at	AT5G56940	AT5G56940	AT5G56940	AT5G56940	AT5G56940
247955_at	AT5G56950	AT5G56950	AT5G56950	AT5G56950	AT5G56950
247956_at	AT5G56970	AT5G56970	AT5G56970	AT5G56970	AT5G56970
247933_at	AT5G56980	AT5G56980	AT5G56980	AT5G56980	AT5G56980
247934_at	AT5G57000	AT5G57000	AT5G57000	AT5G57000	AT5G57000
247960_at	AT5G57020	AT5G57020	AT5G57020	AT5G57020	AT5G57020
247936_at	AT5G57030	AT5G57030	AT5G57030	AT5G57030	AT5G57030
247931_at	AT5G57040	AT5G57040	AT5G57040	AT5G57040	AT5G57040
247957_at	AT5G57050	AT5G57050	AT5G57050	AT5G57050	AT5G57050
247930_at	AT5G57060	AT5G57060	AT5G57060	AT5G57060	AT5G57060
247958_at	AT5G57070	AT5G57070	AT5G57070	AT5G57070	AT5G57070
247959_at	AT5G57080	AT5G57080	AT5G57080	AT5G57080	AT5G57080
247947_at	AT5G57090	AT5G57090	AT5G57090	AT5G57090	AT5G57090
247944_at	AT5G57100	AT5G57100	AT5G57100	AT5G57100	AT5G57100
247937_at	AT5G57110	AT5G57110	AT5G57110	AT5G57110	AT5G57110
247942_at	AT5G57120	AT5G57120	AT5G57120	AT5G57120	AT5G57120
247948_at	AT5G57130	AT5G57130	AT5G57130	AT5G57130	AT5G57130
247945_at	AT5G57150	AT5G57150	AT5G57150	AT5G57150	AT5G57150
247939_at	AT5G57160	AT5G57160	AT5G57160	AT5G57160	AT5G57160
247943_at	AT5G57170	AT5G57170	AT5G57170	AT5G57170	AT5G57170
247946_at	AT5G57180	AT5G57180	AT5G57180	AT5G57180	AT5G57180
247940_at	AT5G57190	AT5G57190	AT5G57190	AT5G57190	AT5G57190
247941_at	AT5G57200	AT5G57200	AT5G57200	AT5G57200	AT5G57200
247949_at	AT5G57220	AT5G57220	AT5G57220	AT5G57220	AT5G57220
247950_at	AT5G57230	AT5G57230	AT5G57230	AT5G57230	AT5G57230
247951_at	AT5G57240	AT5G57240	AT5G57240	AT5G57240	AT5G57240
247953_at	AT5G57260	AT5G57260	AT5G57260	AT5G57260	AT5G57260
247926_at	AT5G57280	AT5G57280	AT5G57280	AT5G57280	AT5G57280
247900_at	AT5G57290	AT5G57290	AT5G57290	AT5G57290	AT5G57290
247901_at	AT5G57300	AT5G57300	AT5G57300	AT5G57300	AT5G57300
247927_at	AT5G57310	AT5G57310	AT5G57310	AT5G57310	AT5G57310
247928_at	AT5G57320	AT5G57320	AT5G57320	AT5G57320	AT5G57320
247929_at	AT5G57330	AT5G57330	AT5G57330	AT5G57330	AT5G57330
247903_at	AT5G57340	AT5G57340	AT5G57340	AT5G57340	AT5G57340
247899_at	AT5G57345	AT5G57345	AT5G57345	AT5G57345	AT5G57345
247902_at	AT5G57350	AT5G57350	AT5G57350	AT5G57350	AT5G57350
247898_at	AT5G57360	AT5G57360	AT5G57360	AT5G57360	AT5G57360
247909_at	AT5G57370	AT5G57370	AT5G57370	AT5G57370	AT5G57370
247904_at	AT5G57390	AT5G57390	AT5G57390	AT5G57390	AT5G57390
247905_at	AT5G57400	AT5G57400	AT5G57400	AT5G57400	AT5G57400
247910_at	AT5G57410	AT5G57410	AT5G57410	AT5G57410	AT5G57410
247906_at	AT5G57420	AT5G57420	AT5G57420	AT5G57420	AT5G57420
247908_at	AT5G57440	AT5G57440	AT5G57440	AT5G57440	AT5G57440
247911_at	AT5G57450	AT5G57450	AT5G57450	AT5G57450	AT5G57450
247907_at	AT5G57460	AT5G57460	AT5G57460	AT5G57460	AT5G57460
247912_at	AT5G57480	AT5G57480	AT5G57480	AT5G57480	AT5G57480
247923_at	AT5G57490	AT5G57490	AT5G57490	AT5G57490	AT5G57490
247922_at	AT5G57500	AT5G57500	AT5G57500	AT5G57500	AT5G57500
247913_at	AT5G57510	AT5G57510	AT5G57510	AT5G57510	AT5G57510
247869_at	AT5G57520	AT5G57520	AT5G57520	AT5G57520	AT5G57520
247871_at	AT5G57530	AT5G57530	AT5G57530	AT5G57530	AT5G57530
247914_at	AT5G57540	AT5G57540	AT5G57540	AT5G57540	AT5G57540
247866_at	AT5G57550	AT5G57550	AT5G57550	AT5G57550	AT5G57550
247925_at	AT5G57560	AT5G57560	AT5G57560	AT5G57560	AT5G57560
247915_at	AT5G57570	AT5G57570	AT5G57570	AT5G57570	AT5G57570
247870_at	AT5G57580	AT5G57580	AT5G57580	AT5G57580	AT5G57580
247916_at	AT5G57590	AT5G57590	AT5G57590	AT5G57590	AT5G57590
247917_at	AT5G57600	AT5G57600	AT5G57590	AT5G57590	AT5G57590
247918_at	AT5G57610	AT5G57610	AT5G57610	AT5G57610	AT5G57610
247868_at	AT5G57620	AT5G57620	AT5G57620	AT5G57620	AT5G57620
247867_at	AT5G57630	AT5G57630	AT5G57630	AT5G57630	AT5G57630
247919_at	AT5G57650	AT5G57650	AT5G57650	AT5G57650	AT5G57650
247924_at	AT5G57655	AT5G57655	AT5G57655	AT5G57655	AT5G57655
247921_at	AT5G57660	AT5G57660	AT5G57660	AT5G57660	AT5G57660
247920_at	AT5G57670	AT5G57670	AT5G57670	AT5G57670	AT5G57670
247872_at	AT5G57680	AT5G57680	AT5G57670	AT5G57670	AT5G57670
247873_at	AT5G57690	AT5G57690	AT5G57690	AT5G57690	AT5G57690
247881_at	AT5G57700	AT5G57700	AT5G57700	AT5G57700	AT5G57700
247874_at	AT5G57710	AT5G57710	AT5G57710	AT5G57710	AT5G57710
247875_at	AT5G57720	AT5G57720	AT5G57720	AT5G57720	AT5G57720
247876_at	AT5G57730	AT5G57730	AT5G57730	AT5G57730	AT5G57730
247877_at	AT5G57740	AT5G57740	AT5G57740	AT5G57740	AT5G57740
247878_at	AT5G57760	AT5G57760	AT5G57760	AT5G57760	AT5G57760
247879_at	AT5G57770	AT5G57770	AT5G57770	AT5G57770	AT5G57770
247880_at	AT5G57780	AT5G57780	AT5G57780	AT5G57780	AT5G57780
247882_at	AT5G57785	AT5G57785	AT5G57785	AT5G57785	AT5G57785
247883_at	AT5G57790	AT5G57790	AT5G57790	AT5G57790	AT5G57790
247884_at	AT5G57800	AT5G57800	AT5G57800	AT5G57800	AT5G57800
247897_at	AT5G57810	AT5G57810	AT5G57810	AT5G57810	AT5G57810
247865_at	AT5G57815	AT5G57815	AT5G57815	AT5G57815	AT5G57815
247885_at	AT5G57830	AT5G57830	AT5G57830	AT5G57830	AT5G57830
247837_at	AT5G57840	AT5G57840	AT5G57840	AT5G57840	AT5G57840
247886_at	AT5G57850	AT5G57850	AT5G57850	AT5G57850	AT5G57850
247836_at	AT5G57860	AT5G57860	AT5G57860	AT5G57860	AT5G57860
247839_at	AT5G57870	AT5G57870	AT5G57870	AT5G57870	AT5G57870
247887_at	AT5G57880	AT5G57880	AT5G57880	AT5G57880	AT5G57880
247835_at	AT5G57910	AT5G57910	AT5G57910	AT5G57910	AT5G57910
247888_at	AT5G57920	AT5G57920	AT5G57920	AT5G57920	AT5G57920
247889_at	AT5G57930	AT5G57930	AT5G57930	AT5G57930	AT5G57930
247890_at	AT5G57940	AT5G57940	AT5G57940	AT5G57940	AT5G57940
247896_at	AT5G57950	AT5G57950	AT5G57950	AT5G57950	AT5G57950
247891_at	AT5G57960	AT5G57960	AT5G57960	AT5G57960	AT5G57960
247892_at	AT5G57970	AT5G57970	AT5G57970	AT5G57970	AT5G57970
247893_at	AT5G57980	AT5G57980	AT5G57980	AT5G57980	AT5G57980
247838_at	AT5G57990	AT5G57990	AT5G57990	AT5G57990	AT5G57990
247895_at	AT5G58010	AT5G58010	AT5G58010	AT5G58010	AT5G58010
247840_at	AT5G58020	AT5G58020	AT5G58020	AT5G58020	AT5G58020
247842_at	AT5G58030	AT5G58030	AT5G58030	AT5G58030	AT5G58030
247841_at	AT5G58040	AT5G58040	AT5G58040	AT5G58040	AT5G58040
247843_at	AT5G58050	AT5G58050	AT5G58050	AT5G58050	AT5G58050
247852_at	AT5G58060	AT5G58060	AT5G58060	AT5G58060	AT5G58060
247851_at	AT5G58070	AT5G58070	AT5G58070	AT5G58070	AT5G58070
247844_at	AT5G58080	AT5G58080	AT5G58080	AT5G58080	AT5G58080
247845_at	AT5G58090	AT5G58090	AT5G58090	AT5G58090	AT5G58090
247846_at	AT5G58100	AT5G58100	AT5G58100	AT5G58100	AT5G58100
247847_at	AT5G58110	AT5G58110	AT5G58110	AT5G58110	AT5G58110
247848_at	AT5G58120	AT5G58120	AT5G58120	AT5G58120	AT5G58120
247849_at	AT5G58130	AT5G58130	AT5G58130	AT5G58130	AT5G58130
247853_at	AT5G58140	AT5G58140	AT5G58140	AT5G58140	AT5G58140
247850_at	AT5G58150	AT5G58150	AT5G58150	AT5G58150	AT5G58150
247861_at	AT5G58160	AT5G58160	AT5G58160	AT5G58160	AT5G58160
247804_at	AT5G58170	AT5G58170	AT5G58170	AT5G58170	AT5G58170
247805_at	AT5G58180	AT5G58180	AT5G58180	AT5G58180	AT5G58180
247808_at	AT5G58190	AT5G58190	AT5G58190	AT5G58190	AT5G58190
247854_at	AT5G58200	AT5G58200	AT5G58200	AT5G58200	AT5G58200
247855_at	AT5G58210	AT5G58210	AT5G58210	AT5G58210	AT5G58210
247858_at	AT5G58220	AT5G58220	AT5G58220	AT5G58220	AT5G58220
247821_at	AT5G58230	AT5G58230	AT5G58230	AT5G58230	AT5G58230
247860_at	AT5G58240	AT5G58240	AT5G58240	AT5G58240	AT5G58240
247862_at	AT5G58250	AT5G58250	AT5G58250	AT5G58250	AT5G58250
247816_at	AT5G58260	AT5G58260	AT5G58260	AT5G58260	AT5G58260
247806_at	AT5G58270	AT5G58270	AT5G58270	AT5G58270	AT5G58270
247809_at	AT5G58280	AT5G58280	AT5G58280	AT5G58280	AT5G58280
247810_at	AT5G58290	AT5G58290	AT5G58290	AT5G58290	AT5G58290
247856_at	AT5G58300	AT5G58300	AT5G58300	AT5G58300	AT5G58300
247814_at	AT5G58310	AT5G58310	AT5G58310	AT5G58310	AT5G58310
247813_at	AT5G58330	AT5G58330	AT5G58330	AT5G58330	AT5G58330
247803_at	AT5G58340	AT5G58340	AT5G58340	AT5G58340	AT5G58340
247819_at	AT5G58350	AT5G58350	AT5G58350	AT5G58350	AT5G58350
247807_at	AT5G58360	AT5G58360	AT5G58360	AT5G58360	AT5G58360
247818_at	AT5G58370	AT5G58370	AT5G58370	AT5G58370	AT5G58370
247817_at	AT5G58375	AT5G58375	AT5G58375	AT5G58375	AT5G58375
247820_at	AT5G58380	AT5G58380	AT5G58380	AT5G58380	AT5G58380
247812_at	AT5G58390	AT5G58390	AT5G58390	AT5G58390	AT5G58390
247857_at	AT5G58400	AT5G58400	AT5G58400	AT5G58400	AT5G58400
247859_at	AT5G58410	AT5G58410	AT5G58410	AT5G58410	AT5G58410
247815_at	AT5G58420	AT5G58420	AT5G58420	AT5G58420	AT5G58420
247811_at	AT5G58430	AT5G58430	AT5G58430	AT5G58430	AT5G58430
247822_at	AT5G58440	AT5G58440	AT5G58440	AT5G58440	AT5G58440
247823_at	AT5G58450	AT5G58450	AT5G58450	AT5G58450	AT5G58450
247824_at	AT5G58460	AT5G58460	AT5G58460	AT5G58460	AT5G58460
247825_at	AT5G58470	AT5G58470	AT5G58470	AT5G58470	AT5G58470
247826_at	AT5G58480	AT5G58480	AT5G58480	AT5G58480	AT5G58480
247834_at	AT5G58490	AT5G58490	AT5G58490	AT5G58490	AT5G58490
247827_at	AT5G58500	AT5G58500	AT5G58500	AT5G58500	AT5G58500
247828_at	AT5G58510	AT5G58510	AT5G58510	AT5G58510	AT5G58510
247829_at	AT5G58520	AT5G58520	AT5G58520	AT5G58520	AT5G58520
247830_at	AT5G58530	AT5G58530	AT5G58530	AT5G58530	AT5G58530
247831_at	AT5G58540	AT5G58540	AT5G58540	AT5G58540	AT5G58540
247832_at	AT5G58550	AT5G58550	AT5G58550	AT5G58550	AT5G58550
247801_at	AT5G58560	AT5G58560	AT5G58560	AT5G58560	AT5G58560
247800_at	AT5G58570	AT5G58570	AT5G58570	AT5G58570	AT5G58570
247833_at	AT5G58575	AT5G58575	AT5G58575	AT5G58575	AT5G58575
247802_at	AT5G58580	AT5G58580	AT5G58580	AT5G58580	AT5G58580
247771_at	AT5G58590	AT5G58590	AT5G58590		AT5G58590
247786_at	AT5G58600	AT5G58600	AT5G58600	AT5G58600	AT5G58600
247772_at	AT5G58610	AT5G58610	AT5G58610	AT5G58610	AT5G58610
247795_at	AT5G58620	AT5G58620	AT5G58620	AT5G58620	AT5G58620
247773_at	AT5G58630	AT5G58630	AT5G58630	AT5G58630	AT5G58630
247787_at	AT5G58640	AT5G58640	AT5G58640	AT5G58640	AT5G58640
247793_at	AT5G58650	AT5G58650	AT5G58650	AT5G58650	AT5G58650
247774_at	AT5G58660	AT5G58660	AT5G58660	AT5G58660	AT5G58660
247794_at	AT5G58670	AT5G58670	AT5G58670	AT5G58670	AT5G58670
247789_at	AT5G58680	AT5G58680	AT5G58680	AT5G58680	AT5G58680
247775_at	AT5G58690	AT5G58690	AT5G58690	AT5G58690	AT5G58690
247776_at	AT5G58700	AT5G58700	AT5G58700	AT5G58700	AT5G58700
247791_at	AT5G58710	AT5G58710	AT5G58710	AT5G58710	AT5G58710
247790_at	AT5G58720	AT5G58720	AT5G58720	AT5G58720	AT5G58720
247788_at	AT5G58730	AT5G58730	AT5G58730	AT5G58730	AT5G58730
247777_at	AT5G58740	AT5G58740	AT5G58740	AT5G58740	AT5G58740
247778_at	AT5G58750	AT5G58750	AT5G58750	AT5G58750	AT5G58750
247779_at	AT5G58760	AT5G58760	AT5G58760	AT5G58760	AT5G58760
247780_at	AT5G58770	AT5G58770	AT5G58770	AT5G58770	AT5G58770
247797_at	AT5G58780	AT5G58780	AT5G58780	AT5G58780	AT5G58780
247796_at	AT5G58782	AT5G58782	AT5G58782	AT5G58782	AT5G58782
247781_at	AT5G58784	AT5G58784	AT5G58784	AT5G58784	AT5G58784
247792_at	AT5G58787	AT5G58787	AT5G58787	AT5G58787	AT5G58787
247782_at	AT5G58790	AT5G58790	AT5G58790	AT5G58790	AT5G58790
247783_at	AT5G58800	AT5G58800	AT5G58800	AT5G58800	AT5G58800
247784_at	AT5G58810	AT5G58810		AT5G58810	AT5G58810
247785_at	AT5G58820	AT5G58820	AT5G58820	AT5G58820	AT5G58820
247798_at	AT5G58830	AT5G58830	AT5G58830	AT5G58830	AT5G58830
247799_at	AT5G58840	AT5G58840	AT5G58840	AT5G58840	AT5G58840
247749_at	AT5G58850	AT5G58850	AT5G58850	AT5G58850	AT5G58850
247765_at	AT5G58860	AT5G58860	AT5G58860	AT5G58860	AT5G58860
247766_at	AT5G58870	AT5G58870	AT5G58870	AT5G58870	AT5G58870
247767_at	AT5G58890	AT5G58890	AT5G58890	AT5G58890	AT5G58890
247768_at	AT5G58900	AT5G58900	AT5G58900	AT5G58900	AT5G58900
247769_at	AT5G58910	AT5G58910	AT5G58910	AT5G58910	AT5G58910
247748_at	AT5G58920	AT5G58920	AT5G58920	AT5G58920	AT5G58920
247770_at	AT5G58930	AT5G58930	AT5G58930	AT5G58930	AT5G58930
247740_at	AT5G58940	AT5G58940	AT5G58940	AT5G58940	AT5G58940
247750_at	AT5G58950	AT5G58950	AT5G58950	AT5G58950	AT5G58950
247741_at	AT5G58960	AT5G58960	AT5G58960	AT5G58960	AT5G58960
247746_at	AT5G58970	AT5G58970	AT5G58970	AT5G58970	AT5G58970
247742_at	AT5G58980	AT5G58980	AT5G58980	AT5G58980	AT5G58980
247747_at	AT5G59000	AT5G59000	AT5G59000	AT5G59000	AT5G59000
247743_at	AT5G59010	AT5G59010	AT5G59010	AT5G59010	AT5G59010
247744_at	AT5G59020	AT5G59020	AT5G59020	AT5G59020	AT5G59020
247745_at	AT5G59030	AT5G59030	AT5G59030	AT5G59030	AT5G59030
247759_at	AT5G59040	AT5G59040	AT5G59040	AT5G59040	AT5G59040
247751_at	AT5G59050	AT5G59050	AT5G59050	AT5G59050	AT5G59050
247752_at	AT5G59060	AT5G59060	AT5G59060	AT5G59060	AT5G59060
247753_at	AT5G59070	AT5G59070	AT5G59070	AT5G59070	AT5G59070
247754_at	AT5G59080	AT5G59080	AT5G59080	AT5G59080	AT5G59080
247755_at	AT5G59090	AT5G59090	AT5G59090	AT5G59090	AT5G59090
247756_at	AT5G59100	AT5G59100	AT5G59100	AT5G59100	AT5G59100
247758_at	AT5G59120	AT5G59120	AT5G59120	AT5G59120	AT5G59120
247760_at	AT5G59130	AT5G59130	AT5G59130	AT5G59130	AT5G59130
247721_at	AT5G59140	AT5G59140	AT5G59140	AT5G59140	AT5G59140
247722_at	AT5G59150	AT5G59150	AT5G59150	AT5G59150	AT5G59150
247761_at	AT5G59160	AT5G59160	AT5G59160	AT5G59160	AT5G59160
247762_at	AT5G59170	AT5G59170	AT5G59170	AT5G59170	AT5G59170
247763_at	AT5G59180	AT5G59180	AT5G59180	AT5G59180	AT5G59180
247764_at	AT5G59190	AT5G59190	AT5G59190	AT5G59190	AT5G59190
247737_at	AT5G59200	AT5G59200	AT5G59200	AT5G59200	AT5G59200
247738_at	AT5G59210	AT5G59210	AT5G59210	AT5G59210	AT5G59210
247723_at	AT5G59220	AT5G59220	AT5G59220	AT5G59220	AT5G59220
247739_at	AT5G59240	AT5G59240	AT5G59240	AT5G59240	AT5G59240
247709_at	AT5G59250	AT5G59250	AT5G59250	AT5G59250	AT5G59250
247710_at	AT5G59260	AT5G59260	AT5G59260	AT5G59260	AT5G59260
247711_at	AT5G59270	AT5G59270	AT5G59270	AT5G59270	AT5G59270
247720_at	AT5G59290	AT5G59290	AT5G59290	AT5G59290	AT5G59290
247712_at	AT5G59300	AT5G59300	AT5G59300	AT5G59300	AT5G59300
247719_at	AT5G59305	AT5G59305	AT5G59305	AT5G59305	AT5G59305
247718_at	AT5G59310	AT5G59310	AT5G59310	AT5G59310	AT5G59310
247717_at	AT5G59320	AT5G59320	AT5G59320	AT5G59320	AT5G59320
247713_at	AT5G59330	AT5G59330	AT5G59330	AT5G59330	AT5G59330
247714_at	AT5G59340	AT5G59340	AT5G59340	AT5G59340	AT5G59340
247716_at	AT5G59350	AT5G59350	AT5G59350	AT5G59350	AT5G59350
247715_at	AT5G59360	AT5G59360	AT5G59360	AT5G59360	AT5G59360
247736_at	AT5G59370	AT5G59370	AT5G59370	AT5G59370	AT5G59370
247724_at	AT5G59380	AT5G59380	AT5G59380	AT5G59380	AT5G59380
247734_at	AT5G59400	AT5G59400	AT5G59400	AT5G59400	AT5G59400
247725_at	AT5G59410	AT5G59410	AT5G59410	AT5G59410	AT5G59410
247677_at	AT5G59420	AT5G59420	AT5G59420	AT5G59420	AT5G59420
247726_at	AT5G59430	AT5G59430	AT5G59430	AT5G59430	AT5G59430
247735_at	AT5G59440	AT5G59440	AT5G59440	AT5G59440	AT5G59440
247707_at	AT5G59450	AT5G59450	AT5G59450	AT5G59450	AT5G59450
247705_at	AT5G59460	AT5G59460	AT5G59460	AT5G59460	AT5G59460
247706_at	AT5G59480	AT5G59480	AT5G59480	AT5G59480	AT5G59480
247727_at	AT5G59490	AT5G59490	AT5G59490	AT5G59490	AT5G59490
247702_at	AT5G59500	AT5G59500	AT5G59500	AT5G59500	AT5G59500
247728_at	AT5G59510	AT5G59510			At5g59510
247704_at	AT5G59515	AT5G59515	AT5G59510	AT5G59510	AT5G59510
247678_at	AT5G59520	AT5G59520	AT5G59520	AT5G59520	AT5G59520
247729_at	AT5G59530	AT5G59530	AT5G59530	AT5G59530	AT5G59530
247679_at	AT5G59540	AT5G59540	AT5G59540	AT5G59540	AT5G59540
247708_at	AT5G59550	AT5G59550	AT5G59550	AT5G59550	AT5G59550
247703_at	AT5G59560	AT5G59560	AT5G59560	AT5G59560	AT5G59560
247730_at	AT5G59580	AT5G59580	AT5G59580	AT5G59580	AT5G59580
247731_at	AT5G59590	AT5G59590	AT5G59590	AT5G59590	AT5G59590
247732_at	AT5G59600	AT5G59600	AT5G59600	AT5G59600	AT5G59600
247733_at	AT5G59610	AT5G59610	AT5G59610	AT5G59610	AT5G59610
247681_at	AT5G59640	AT5G59640			At5g59640
247682_at	AT5G59650	AT5G59650	AT5G59650	AT5G59650	AT5G59650
247683_at	AT5G59660	AT5G59660	AT5G59660	AT5G59660	AT5G59660
247684_at	AT5G59670	AT5G59670	AT5G59670	AT5G59670	AT5G59670
247685_at	AT5G59680	AT5G59680	AT5G59680	AT5G59680	AT5G59680
247686_at	AT5G59700	AT5G59700	AT5G59700	AT5G59700	AT5G59700
247695_at	AT5G59710	AT5G59710	AT5G59710	AT5G59710	AT5G59710
247691_at	AT5G59720	AT5G59720	AT5G59720	AT5G59720	AT5G59720
247693_at	AT5G59730	AT5G59730	AT5G59730	AT5G59730	AT5G59730
247687_at	AT5G59740	AT5G59740	AT5G59740	AT5G59740	AT5G59740
247694_at	AT5G59750	AT5G59750	AT5G59750	AT5G59750	AT5G59750
247688_at	AT5G59760	AT5G59760	AT5G59760	AT5G59760	AT5G59760
247689_at	AT5G59770	AT5G59770	AT5G59770	AT5G59770	AT5G59770
247696_at	AT5G59780	AT5G59780	AT5G59780	AT5G59780	AT5G59780
247690_at	AT5G59800	AT5G59800	AT5G59800	AT5G59800	AT5G59800
247697_at	AT5G59810	AT5G59810	AT5G59810	AT5G59810	AT5G59810
247655_at	AT5G59820	AT5G59820	AT5G59820	AT5G59820	AT5G59820
247698_at	AT5G59830	AT5G59830	AT5G59830	AT5G59830	AT5G59830
