Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Characteristics[developmental stage]	Characteristics[ecotype]	Comment[Sample_characteristics]	Characteristics[organism part]	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	FactorValue[time]	Unit[time unit]	FactorValue[compound]	FactorValue[ecotype]
GSE18975GSM469654	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469654 sample	organism_part	P-G18975-3	GSE18975GSM469654 extract	total_RNA	P-G18975-1	GSE18975GSM469654 LE biotin	synthetic_RNA	biotin	Quint_2-65_Col-0-30min_Rep2_ATH1	A-AFFY-2	GSM469654	GSM469654.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469654 Norm	GSM469654_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Col-0
GSE18975GSM469655	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469655 sample	organism_part	P-G18975-3	GSE18975GSM469655 extract	total_RNA	P-G18975-1	GSE18975GSM469655 LE biotin	synthetic_RNA	biotin	Quint_2-64_Col-0-30min_Rep1_ATH1	A-AFFY-2	GSM469655	GSM469655.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469655 Norm	GSM469655_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Col-0
GSE18975GSM469650	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469650 sample	organism_part	P-G18975-3	GSE18975GSM469650 extract	total_RNA	P-G18975-1	GSE18975GSM469650 LE biotin	synthetic_RNA	biotin	Quint_2-69_Col-0-1h_Rep3_ATH1	A-AFFY-2	GSM469650	GSM469650.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469650 Norm	GSM469650_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Col-0
GSE18975GSM469651	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469651 sample	organism_part	P-G18975-3	GSE18975GSM469651 extract	total_RNA	P-G18975-1	GSE18975GSM469651 LE biotin	synthetic_RNA	biotin	Quint_2-68_Col-0-1h_Rep2_ATH1	A-AFFY-2	GSM469651	GSM469651.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469651 Norm	GSM469651_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Col-0
GSE18975GSM469652	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469652 sample	organism_part	P-G18975-3	GSE18975GSM469652 extract	total_RNA	P-G18975-1	GSE18975GSM469652 LE biotin	synthetic_RNA	biotin	Quint_2-67_Col-0-1h_Rep1_ATH1	A-AFFY-2	GSM469652	GSM469652.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469652 Norm	GSM469652_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	Col-0
GSE18975GSM469649	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469649 sample	organism_part	P-G18975-3	GSE18975GSM469649 extract	total_RNA	P-G18975-1	GSE18975GSM469649 LE biotin	synthetic_RNA	biotin	Quint_2-70_Col-0-3h_Rep1_ATH1	A-AFFY-2	GSM469649	GSM469649.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469649 Norm	GSM469649_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Col-0
GSE18975GSM469718	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469718 sample	organism_part	P-G18975-3	GSE18975GSM469718 extract	total_RNA	P-G18975-1	GSE18975GSM469718 LE biotin	synthetic_RNA	biotin	Quint_2-71_Col-0-3h_Rep2_ATH1	A-AFFY-2	GSM469718	GSM469718.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469718 Norm	GSM469718_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Col-0
GSE18975GSM469719	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469719 sample	organism_part	P-G18975-3	GSE18975GSM469719 extract	total_RNA	P-G18975-1	GSE18975GSM469719 LE biotin	synthetic_RNA	biotin	Quint_2-72_Col-0-3h_Rep3_ATH1	A-AFFY-2	GSM469719	GSM469719.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469719 Norm	GSM469719_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	Col-0
GSE18975GSM469667	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469667 sample	organism_part	P-G18975-3	GSE18975GSM469667 extract	total_RNA	P-G18975-1	GSE18975GSM469667 LE biotin	synthetic_RNA	biotin	Quint_2-51_Fei-0-0h_Rep3_ATH1	A-AFFY-2	GSM469667	GSM469667.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469667 Norm	GSM469667_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Fei-0
GSE18975GSM469668	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469668 sample	organism_part	P-G18975-3	GSE18975GSM469668 extract	total_RNA	P-G18975-1	GSE18975GSM469668 LE biotin	synthetic_RNA	biotin	Quint_2-50_Fei-0-0h_Rep2_ATH1	A-AFFY-2	GSM469668	GSM469668.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469668 Norm	GSM469668_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Fei-0
GSE18975GSM469669	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469669 sample	organism_part	P-G18975-3	GSE18975GSM469669 extract	total_RNA	P-G18975-1	GSE18975GSM469669 LE biotin	synthetic_RNA	biotin	Quint_2-49_Fei-0-0h_Rep1_ATH1	A-AFFY-2	GSM469669	GSM469669.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469669 Norm	GSM469669_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Fei-0
GSE18975GSM469664	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469664 sample	organism_part	P-G18975-3	GSE18975GSM469664 extract	total_RNA	P-G18975-1	GSE18975GSM469664 LE biotin	synthetic_RNA	biotin	Quint_2-54_Fei-0-30min_Rep3_ATH1	A-AFFY-2	GSM469664	GSM469664.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469664 Norm	GSM469664_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Fei-0
GSE18975GSM469665	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469665 sample	organism_part	P-G18975-3	GSE18975GSM469665 extract	total_RNA	P-G18975-1	GSE18975GSM469665 LE biotin	synthetic_RNA	biotin	Quint_2-53_Fei-0-30min_Rep2_ATH1	A-AFFY-2	GSM469665	GSM469665.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469665 Norm	GSM469665_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Fei-0
GSE18975GSM469666	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Fei-0, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250"	Fei-0	Boyes key 1.0	Fei-0	strain/ecotype: Fei-0; developmental stage: 1.0; tissue: whole plant; stock code: CS28250	whole organism	GSE18975GSM469666 sample	organism_part	P-G18975-3	GSE18975GSM469666 extract	total_RNA	P-G18975-1	GSE18975GSM469666 LE biotin	synthetic_RNA	biotin	Quint_2-52_Fei-0-30min_Rep1_ATH1	A-AFFY-2	GSM469666	GSM469666.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469666 Norm	GSM469666_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Fei-0
