Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_source_name]	Comment [Sample_characteristics]	Characteristics[Genotype]	Characteristics[OrganismPart]	Characteristics[Age]	Unit[TimeUnit]	Characteristics[DevelopmentalStage]	Characteristics[Ecotype]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GROWTH CONDITION]	FactorValue[ORGANISM PART]	FactorValue[GENOTYPE]
GSE14578GSM362214	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pRPL11C:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362214 sample	P-G14578-8	GSE14578GSM362214 extract	total_RNA	P-G14578-7	GSE14578GSM362214 LE biotin	biotin	synthetic_RNA	root_hypoxia_pRPL11C_rep2	A-AFFY-2	P-AFFY-6	GSM362214.CEL	GSM362214.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pRPL11C:His6FLAG-RPL18B
GSE14578GSM361984	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pSCR-enriched polysomal mRNA, Root tip endodermis RNA under control conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pSCR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361984 sample	P-G14578-5	GSE14578GSM361984 extract	total_RNA	P-G14578-3	GSE14578GSM361984 LE biotin	biotin	synthetic_RNA	roottip_control_pSCR_rep1	A-AFFY-2	P-AFFY-6	GSM361984.cel	GSM361984.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pSCR:His6FLAG-RPL18B
GSE14578GSM361985	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pSCR-enriched polysomal mRNA, Root tip endodermis RNA under control conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pSCR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361985 sample	P-G14578-5	GSE14578GSM361985 extract	total_RNA	P-G14578-3	GSE14578GSM361985 LE biotin	biotin	synthetic_RNA	roottip_control_pSCR_rep2	A-AFFY-2	P-AFFY-6	GSM361985.cel	GSM361985.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pSCR:His6FLAG-RPL18B
GSE14578GSM361986	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSCR-enriched polysomal mRNA, Root tip endodermis RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pSCR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361986 sample	P-G14578-5	GSE14578GSM361986 extract	total_RNA	P-G14578-3	GSE14578GSM361986 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pSCR_rep1	A-AFFY-2	P-AFFY-6	GSM361986.cel	GSM361986.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pSCR:His6FLAG-RPL18B
GSE14578GSM361987	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSCR-enriched polysomal mRNA, Root tip endodermis RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pSCR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361987 sample	P-G14578-5	GSE14578GSM361987 extract	total_RNA	P-G14578-3	GSE14578GSM361987 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pSCR_rep2	A-AFFY-2	P-AFFY-6	GSM361987.cel	GSM361987.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pSCR:His6FLAG-RPL18B
GSE14578GSM362181	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSCR-enriched polysomal mRNA, Root endodermis RNA under control conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSCR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362181 sample	P-G14578-8	GSE14578GSM362181 extract	total_RNA	P-G14578-7	GSE14578GSM362181 LE biotin	biotin	synthetic_RNA	root_control_pSCR_rep2	A-AFFY-2	P-AFFY-6	GSM362181.CEL	GSM362181.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSCR:His6FLAG-RPL18B
GSE14578GSM362180	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSCR-enriched polysomal mRNA, Root endodermis RNA under control conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSCR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362180 sample	P-G14578-8	GSE14578GSM362180 extract	total_RNA	P-G14578-7	GSE14578GSM362180 LE biotin	biotin	synthetic_RNA	root_control_pSCR_rep1	A-AFFY-2	P-AFFY-6	GSM362180.CEL	GSM362180.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSCR:His6FLAG-RPL18B
GSE14578GSM362183	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSCR-enriched polysomal mRNA, Root endodermis RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSCR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362183 sample	P-G14578-8	GSE14578GSM362183 extract	total_RNA	P-G14578-7	GSE14578GSM362183 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSCR_rep2	A-AFFY-2	P-AFFY-6	GSM362183.CEL	GSM362183.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSCR:His6FLAG-RPL18B
GSE14578GSM362182	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSCR-enriched polysomal mRNA, Root endodermis RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSCR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSCR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSCR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362182 sample	P-G14578-8	GSE14578GSM362182 extract	total_RNA	P-G14578-7	GSE14578GSM362182 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSCR_rep1	A-AFFY-2	P-AFFY-6	GSM362182.CEL	GSM362182.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSCR:His6FLAG-RPL18B
GSE14578GSM361989	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pSHR-enriched polysomal mRNA, Root tip vascular (SHR) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pSHR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361989 sample	P-G14578-5	GSE14578GSM361989 extract	total_RNA	P-G14578-3	GSE14578GSM361989 LE biotin	biotin	synthetic_RNA	roottip_control_pSHR_rep2	A-AFFY-2	P-AFFY-6	GSM361989.cel	GSM361989.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pSHR:His6FLAG-RPL18B
GSE14578GSM361988	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr Control, pSHR-enriched polysomal mRNA, Root tip vascular (SHR) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	7 day old Arabidopsis Seedling roottips, 2hr Control, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: control	pSHR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361988 sample	P-G14578-5	GSE14578GSM361988 extract	total_RNA	P-G14578-3	GSE14578GSM361988 LE biotin	biotin	synthetic_RNA	roottip_control_pSHR_rep1	A-AFFY-2	P-AFFY-6	GSM361988.cel	GSM361988.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root tip	pSHR:His6FLAG-RPL18B
GSE14578GSM361990	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSHR-enriched polysomal mRNA, Root tip vascular (SHR) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pSHR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361990 sample	P-G14578-5	GSE14578GSM361990 extract	total_RNA	P-G14578-3	GSE14578GSM361990 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pSHR_rep1	A-AFFY-2	P-AFFY-6	GSM361990.cel	GSM361990.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pSHR:His6FLAG-RPL18B
GSE14578GSM361991	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSHR-enriched polysomal mRNA, Root tip vascular (SHR) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	7 day old Arabidopsis Seedling roottips, 2hr hypoxia, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: 1 cm root tip; Treatment: hypoxia	pSHR:His6FLAG-RPL18B	root tip	7	days	seedling	Col-0	P-G14578-2	P-G14578-1	GSE14578GSM361991 sample	P-G14578-5	GSE14578GSM361991 extract	total_RNA	P-G14578-3	GSE14578GSM361991 LE biotin	biotin	synthetic_RNA	roottip_hypoxia_pSHR_rep2	A-AFFY-2	P-AFFY-6	GSM361991.cel	GSM361991.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root tip	pSHR:His6FLAG-RPL18B
GSE14578GSM362185	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSHR-enriched polysomal mRNA, Root vascular (SHR) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSHR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362185 sample	P-G14578-8	GSE14578GSM362185 extract	total_RNA	P-G14578-7	GSE14578GSM362185 LE biotin	biotin	synthetic_RNA	root_control_pSHR_rep2	A-AFFY-2	P-AFFY-6	GSM362185.CEL	GSM362185.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSHR:His6FLAG-RPL18B
GSE14578GSM362184	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSHR-enriched polysomal mRNA, Root vascular (SHR) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSHR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362184 sample	P-G14578-8	GSE14578GSM362184 extract	total_RNA	P-G14578-7	GSE14578GSM362184 LE biotin	biotin	synthetic_RNA	root_control_pSHR_rep1	A-AFFY-2	P-AFFY-6	GSM362184.CEL	GSM362184.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSHR:His6FLAG-RPL18B
GSE14578GSM362187	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSHR-enriched polysomal mRNA, Root vascular (SHR) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSHR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362187 sample	P-G14578-8	GSE14578GSM362187 extract	total_RNA	P-G14578-7	GSE14578GSM362187 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSHR_rep2	A-AFFY-2	P-AFFY-6	GSM362187.CEL	GSM362187.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSHR:His6FLAG-RPL18B
GSE14578GSM362186	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSHR-enriched polysomal mRNA, Root vascular (SHR) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSHR-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSHR:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSHR:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362186 sample	P-G14578-8	GSE14578GSM362186 extract	total_RNA	P-G14578-7	GSE14578GSM362186 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSHR_rep1	A-AFFY-2	P-AFFY-6	GSM362186.CEL	GSM362186.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSHR:His6FLAG-RPL18B
GSE14578GSM362198	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSUC2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362198 sample	P-G14578-8	GSE14578GSM362198 extract	total_RNA	P-G14578-7	GSE14578GSM362198 LE biotin	biotin	synthetic_RNA	root_control_pSUC2_rep2	A-AFFY-2	P-AFFY-6	GSM362198.CEL	GSM362198.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSUC2:His6FLAG-RPL18B
GSE14578GSM362197	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under control conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pSUC2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362197 sample	P-G14578-8	GSE14578GSM362197 extract	total_RNA	P-G14578-7	GSE14578GSM362197 LE biotin	biotin	synthetic_RNA	root_control_pSUC2_rep1	A-AFFY-2	P-AFFY-6	GSM362197.CEL	GSM362197.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pSUC2:His6FLAG-RPL18B
GSE14578GSM362199	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA, Root phloem (SUC2) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pSUC2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pSUC2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pSUC2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362199 sample	P-G14578-8	GSE14578GSM362199 extract	total_RNA	P-G14578-7	GSE14578GSM362199 LE biotin	biotin	synthetic_RNA	root_hypoxia_pSUC2_rep1	A-AFFY-2	P-AFFY-6	GSM362199.CEL	GSM362199.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pSUC2:His6FLAG-RPL18B
