Source Name	Characteristics [Ecotype]	Characteristics [Genotype]	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [TEMPERATURE]	Unit [TemperatureUnit]	Factor Value [LIGHT]	Factor Value [TIME]	Unit [TimeUnit]
ATH_caldana_COND_H 80	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 80	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 80	biotin	synthetic_DNA	ATH_caldana_COND_H 80	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_160.CEL	affy_ATH1_caldana_160.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	80	minutes
ATH_caldana_COND_B 20	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 20	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 20	biotin	synthetic_DNA	ATH_caldana_COND_B 20	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_25.CEL	affy_ATH1_caldana_25.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	20	minutes
ATH_caldana_COND_A 640	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 640	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 360	biotin	synthetic_DNA	ATH_caldana_COND_A 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_21.CEL	affy_ATH1_caldana_21.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	640	minutes
ATH_caldana_COND_A 360	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 360	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 360	biotin	synthetic_DNA	ATH_caldana_COND_A 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_21.CEL	affy_ATH1_caldana_21.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	640	minutes
ATH_caldana_COND_F 240	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 240	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 240	biotin	synthetic_DNA	ATH_caldana_COND_F 240	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_124.CEL	affy_ATH1_caldana_124.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	240	minutes
ATH_caldana_COND_A 40	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 40	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 40	biotin	synthetic_DNA	ATH_caldana_COND_A 40	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_4.CEL	affy_ATH1_caldana_4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	40	minutes
ATH_caldana_COND_F 5	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 5	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 5	biotin	synthetic_DNA	ATH_caldana_COND_F 5	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_111.CEL	affy_ATH1_caldana_111.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	5	minutes
ATH_caldana_COND_E 280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 280	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 280	biotin	synthetic_DNA	ATH_caldana_COND_E 280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_104.CEL	affy_ATH1_caldana_104.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	280	minutes
ATH_caldana_COND_D 180	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 180	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 180	biotin	synthetic_DNA	ATH_caldana_COND_D 180	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_77.CEL	affy_ATH1_caldana_77.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	180	minutes
ATH_caldana_COND_H 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17013	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 140	biotin	synthetic_DNA	ATH_caldana_COND_H 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_163.CEL	affy_ATH1_caldana_163.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	140	minutes
ATH_caldana_COND_C 280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 280	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 280	biotin	synthetic_DNA	ATH_caldana_COND_C 280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_60.CEL	affy_ATH1_caldana_60.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	280	minutes
ATH_caldana_COND_F 1280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 1280	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 1280	biotin	synthetic_DNA	ATH_caldana_COND_F 1280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_132.CEL	affy_ATH1_caldana_132.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	1280	minutes
ATH_caldana_COND_H 120	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17013	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 120	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 120	biotin	synthetic_DNA	ATH_caldana_COND_H 120	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_162.CEL	affy_ATH1_caldana_162.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	120	minutes
ATH_caldana_COND_D 640	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 640	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 640	biotin	synthetic_DNA	ATH_caldana_COND_D 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_87.CEL	affy_ATH1_caldana_87.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	640	minutes
ATH_caldana_COND_G 80	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 80	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 80	biotin	synthetic_DNA	ATH_caldana_COND_G 80	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_138.CEL	affy_ATH1_caldana_138.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	80	minutes
ATH_caldana_COND_B 280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 280	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 280	biotin	synthetic_DNA	ATH_caldana_COND_B 280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_38.CEL	affy_ATH1_caldana_38.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	280	minutes
ATH_caldana_COND_E 260	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17010	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 260	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 260	biotin	synthetic_DNA	ATH_caldana_COND_E 260	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_103.CEL	affy_ATH1_caldana_103.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	260	minutes
ATH_caldana_COND_A 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 140	biotin	synthetic_DNA	ATH_caldana_COND_A 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_9.CEL	affy_ATH1_caldana_9.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	140	minutes
ATH_caldana_COND_C 5	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 5	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 5	biotin	synthetic_DNA	ATH_caldana_COND_C 5	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_45.CEL	affy_ATH1_caldana_45.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	5	minutes
ATH_caldana_COND_C 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 140	biotin	synthetic_DNA	ATH_caldana_COND_C 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_53.CEL	affy_ATH1_caldana_53.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	140	minutes
ATH_caldana_COND_B 260	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 260	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 260	biotin	synthetic_DNA	ATH_caldana_COND_B 260	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_37.CEL	affy_ATH1_caldana_37.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	260	minutes
ATH_caldana_COND_D 160	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 160	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 160	biotin	synthetic_DNA	ATH_caldana_COND_D 160	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_76.CEL	affy_ATH1_caldana_76.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	160	minutes
ATH_caldana_COND_G 60	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 60	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 60	biotin	synthetic_DNA	ATH_caldana_COND_G 60	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_137.CEL	affy_ATH1_caldana_137.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	60	minutes
ATH_caldana_COND_H 5	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17013	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 5	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 5	biotin	synthetic_DNA	ATH_caldana_COND_H 5	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_155.CEL	affy_ATH1_caldana_155.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	5	minutes
ATH_caldana_COND_A 120	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 120	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 120	biotin	synthetic_DNA	ATH_caldana_COND_A 120	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_8.CEL	affy_ATH1_caldana_8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	120	minutes
ATH_caldana_COND_C 200	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 200	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 200	biotin	synthetic_DNA	ATH_caldana_COND_C 200	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_56.CEL	affy_ATH1_caldana_56.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	200	minutes
ATH_caldana_COND_G 220	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 220	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 220	biotin	synthetic_DNA	ATH_caldana_COND_G 220	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_145.CEL	affy_ATH1_caldana_145.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	220	minutes
ATH_caldana_COND_F 220	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 220	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 220	biotin	synthetic_DNA	ATH_caldana_COND_F 220	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_123.CEL	affy_ATH1_caldana_123.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	220	minutes
ATH_caldana_COND_G 120	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 120	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 120	biotin	synthetic_DNA	ATH_caldana_COND_G 120	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_140.CEL	affy_ATH1_caldana_140.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	120	minutes
ATH_caldana_COND_D 10	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 10	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 10	biotin	synthetic_DNA	ATH_caldana_COND_D 10	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_68.CEL	affy_ATH1_caldana_68.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	10	minutes
ATH_caldana_COND_F 360	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 360	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 360	biotin	synthetic_DNA	ATH_caldana_COND_F 360	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_130.CEL	affy_ATH1_caldana_130.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	360	minutes
